,Airport_1,Airport_2,sum,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
2103,MCI,PHL,652,0.0,0.0,0.0645161290323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1935483871,4.33333333333,4.1935483871,3.90322580645,2.86666666667,2.51612903226,0.2,0.0
2104,MCO,OMA,652,0.838709677419,0.857142857143,0.645161290323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58064516129,0.58064516129,0.571428571429,2.32258064516,1.33333333333,0.322580645161,1.43333333333,1.70967741935,0.451612903226,0.0,0.0,0.0,0.0,0.258064516129,0.827586206897,1.35483870968,0.533333333333,0.258064516129,1.8,2.0,0.387096774194,0.0,0.0645161290323,1.13333333333,1.16129032258
2105,MSP,PIA,650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0322580645161,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333,1.03225806452,1.48387096774,1.51724137931,1.74193548387,1.66666666667,1.74193548387,1.93333333333,2.0,1.93548387097,1.73333333333,1.67741935484,1.73333333333,0.870967741935
2106,EGE,JFK,648,2.0,2.0,1.96774193548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.870967741935,2.0,2.0,2.0,0.366666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.935483870968,2.0,2.0,2.0,0.233333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06451612903
2107,EGE,EWR,644,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.903225806452,2.0,2.0,2.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967741935484,2.0,2.0,1.87096774194,0.133333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03225806452
2108,CLE,PHL,640,0.193548387097,2.07142857143,1.67741935484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07142857143,1.70967741935,1.73333333333,1.74193548387,0.366666666667,0.0,0.0,0.266666666667,0.0,0.0,0.0,0.0,0.0344827586207,0.0,0.666666666667,1.09677419355,1.13333333333,1.25806451613,1.16129032258,1.13333333333,1.09677419355,1.13333333333,1.61290322581
2109,OMA,PDX,636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0357142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.793103448276,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2110,MIA,SLC,635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74193548387,2.0,1.8064516129,1.2,1.16129032258,1.29032258065,0.333333333333,0.0,0.0666666666667,0.967741935484,1.32258064516,1.31034482759,1.64516129032,0.266666666667,0.0,1.36666666667,1.48387096774,1.06451612903,0.0,0.0,0.0,1.70967741935
2111,ANC,LAS,634,0.903225806452,0.857142857143,0.838709677419,0.8,0.903225806452,0.866666666667,0.838709677419,0.903225806452,0.8,0.903225806452,0.866666666667,0.774193548387,0.903225806452,0.857142857143,0.838709677419,0.866666666667,0.903225806452,0.133333333333,0.0,0.0,0.0,0.0,0.733333333333,0.322580645161,0.903225806452,0.827586206897,0.838709677419,0.866666666667,0.838709677419,0.133333333333,0.0,0.0,0.0,0.0,0.266666666667,0.387096774194
2112,BUF,RSW,630,2.0,2.14285714286,3.61290322581,2.46666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.258064516129,0.285714285714,3.16129032258,1.33333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.516129032258,0.551724137931,2.96774193548,1.46666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2113,ATL,BZN,627,0.870967741935,0.428571428571,0.645161290323,0.0,0.0,0.666666666667,2.0,2.0,0.6,0.0,0.0,1.38709677419,0.967741935484,0.571428571429,0.548387096774,0.0,0.0,0.733333333333,0.838709677419,0.903225806452,0.266666666667,0.0,0.0,1.51612903226,1.03225806452,0.551724137931,0.516129032258,0.0,0.0,0.2,0.903225806452,0.645161290323,0.0,0.0,0.0,1.64516129032
2114,ADK,ANC,626,0.58064516129,0.571428571429,0.58064516129,0.533333333333,0.58064516129,0.6,0.58064516129,0.58064516129,0.533333333333,0.58064516129,0.6,0.516129032258,0.58064516129,0.571428571429,0.58064516129,0.6,0.58064516129,0.533333333333,0.58064516129,0.58064516129,0.533333333333,0.58064516129,0.6,0.58064516129,0.58064516129,0.551724137931,0.58064516129,0.533333333333,0.58064516129,0.6,0.58064516129,0.516129032258,0.6,0.58064516129,0.533333333333,0.58064516129
2115,ACY,PBI,622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26666666667,2.0,2.0,2.0,2.0,0.866666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.4,2.0
2116,ATL,EGE,618,2.0,2.14285714286,2.32258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.677419354839,2.0,2.0,1.87096774194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.677419354839,2.0,2.0,1.8064516129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967741935484
2117,BOI,SMF,618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41935483871,1.72413793103,1.74193548387,1.66666666667,1.74193548387,1.73333333333,1.67741935484,1.74193548387,1.73333333333,1.67741935484,1.73333333333,1.67741935484
2118,DEN,LFT,614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.838709677419,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.36666666667,0.0322580645161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2119,IAD,SYR,612,3.0,2.25,1.35483870968,5.26666666667,0.903225806452,0.366666666667,0.258064516129,0.387096774194,1.26666666667,2.16129032258,0.6,0.774193548387,1.03225806452,0.642857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2120,DAL,ECP,611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.258064516129,1.6,2.0,2.2,2.25806451613,0.838709677419,0.266666666667,0.322580645161,0.266666666667,0.258064516129,0.0645161290323,0.0,0.193548387097,1.4,2.0,2.23333333333,2.32258064516,0.645161290323,0.266666666667,0.322580645161,0.2,0.0645161290323
2121,HOU,LIT,610,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2122,CVG,GRR,609,0.258064516129,0.0,0.0,0.0,0.0322580645161,0.0,1.35483870968,0.774193548387,0.0,1.74193548387,2.53333333333,2.0,2.70967741935,2.21428571429,1.48387096774,1.5,0.0322580645161,0.2,0.709677419355,1.09677419355,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2123,JAX,LGA,608,0.258064516129,0.107142857143,1.74193548387,0.233333333333,1.54838709677,0.333333333333,0.322580645161,0.193548387097,0.1,0.0,0.0,0.129032258065,0.483870967742,1.21428571429,0.0322580645161,0.0666666666667,0.322580645161,0.0666666666667,1.67741935484,0.903225806452,1.33333333333,0.387096774194,0.2,0.0645161290323,0.0,2.06896551724,0.258064516129,0.0333333333333,0.0,3.2,1.83870967742,0.322580645161,0.0,0.0,0.0,0.612903225806
2124,ASE,ATL,607,2.0,2.0,1.93548387097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.709677419355,2.0,2.0,1.87096774194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.806451612903,2.0,2.0,1.8064516129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967741935484
2125,PHX,ROW,606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87096774194,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.93333333333,2.0
2126,GRR,RSW,606,1.67741935484,2.0,2.0,0.466666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.129032258065,1.67741935484,2.0,2.0,0.466666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.266666666667,0.258064516129,1.74193548387,2.0,2.0,0.733333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.322580645161
2127,HOU,JAN,605,3.77419354839,3.67857142857,3.70967741935,3.93333333333,4.0,0.933333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2128,LIH,PDX,604,1.12903225806,1.14285714286,1.16129032258,1.06666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.13333333333,1.12903225806,1.12903225806,1.14285714286,1.16129032258,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16666666667,1.12903225806,1.16129032258,1.13793103448,1.12903225806,0.966666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.966666666667,1.12903225806
2129,DFW,PIB,602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.533333333333,0.741935483871,0.709677419355,0.714285714286,0.709677419355,0.733333333333,0.677419354839,0.733333333333,0.741935483871,0.677419354839,0.733333333333,0.709677419355,0.7,0.741935483871,0.677419354839,0.724137931034,0.741935483871,0.7,0.709677419355,0.733333333333,0.677419354839,0.741935483871,0.733333333333,0.677419354839,1.36666666667,1.41935483871
2130,BZN,PDX,602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73333333333,2.0,2.0,2.0,2.0,0.333333333333,0.0
2131,BZN,SEA,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129032258065,0.129032258065,0.0,0.258064516129,0.0,0.0,0.0,0.0,1.96774193548,2.0,2.0,2.0,1.32258064516,0.129032258065,0.0,1.38709677419,1.83333333333,0.0,1.43333333333,2.0,2.0,0.3,0.0,0.0,0.709677419355
2132,CVG,LGA,598,0.129032258065,0.0714285714286,0.0,0.0333333333333,0.0,0.966666666667,0.870967741935,0.903225806452,0.166666666667,0.0967741935484,0.0,1.09677419355,1.41935483871,1.67857142857,1.41935483871,0.5,0.0322580645161,0.0,0.0322580645161,0.0645161290323,0.7,1.61290322581,0.3,1.03225806452,1.90322580645,2.20689655172,1.77419354839,0.133333333333,0.0,0.0,0.0645161290323,0.0,0.0333333333333,0.0645161290323,0.133333333333,0.258064516129
2133,BUF,IAD,597,0.709677419355,1.53571428571,3.70967741935,0.966666666667,0.774193548387,0.266666666667,1.16129032258,0.838709677419,1.83333333333,1.58064516129,2.03333333333,1.74193548387,1.67741935484,0.785714285714,0.0322580645161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2134,KOA,SAN,597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.774193548387,0.866666666667,0.838709677419,0.866666666667,0.838709677419,0.870967741935,0.833333333333,0.870967741935,0.866666666667,0.838709677419,0.870967741935,0.862068965517,0.838709677419,0.866666666667,0.838709677419,1.1,1.16129032258,1.06451612903,0.866666666667,0.870967741935,0.833333333333,0.903225806452
2135,DCA,OMA,595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41935483871,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2136,PIT,STL,594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41935483871,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2137,EWR,TUL,590,1.77419354839,1.71428571429,1.67741935484,1.73333333333,1.70967741935,1.96666666667,2.0,1.8064516129,1.13333333333,0.354838709677,1.66666666667,1.64516129032,0.225806451613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2138,ACY,DTW,589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.13333333333,2.0,2.0,2.0,2.0,0.5,0.0,0.0,0.0
2139,MSP,TTN,580,0.0,0.0,0.0,0.0,0.0,0.666666666667,1.16129032258,1.09677419355,1.2,1.09677419355,1.06666666667,0.838709677419,0.193548387097,0.0,0.0,0.0666666666667,2.0,2.0,2.0,2.0,2.0,1.54838709677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2140,ACV,CEC,577,1.74193548387,1.67857142857,1.67741935484,1.73333333333,1.70967741935,1.7,1.74193548387,1.67741935484,1.73333333333,1.74193548387,1.73333333333,0.129032258065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2141,ATL,HDN,574,1.74193548387,1.85714285714,1.93548387097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.774193548387,1.74193548387,1.85714285714,1.87096774194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.838709677419,1.74193548387,1.86206896552,1.8064516129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967741935484
2142,EWR,MYR,571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133333333333,0.258064516129,0.129032258065,0.0,0.0,0.0,0.0,0.0,0.0,1.09677419355,2.26666666667,1.48387096774,3.4,4.8064516129,4.25806451613,0.8,0.0,0.0,0.0
2143,BOS,OAK,568,0.0,0.0,0.0,0.0,0.0,1.33333333333,2.0,2.0,0.133333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.451612903226,1.46666666667,2.0,2.0,0.733333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.258064516129,1.53333333333,2.0,2.0,0.6,0.0,0.0,0.0
2144,MKE,MSY,568,1.8064516129,1.85714285714,2.0,2.0,2.0,0.666666666667,0.258064516129,0.322580645161,0.266666666667,0.258064516129,0.0666666666667,0.0,0.258064516129,0.285714285714,1.61290322581,2.0,2.0,0.6,0.258064516129,0.129032258065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666667,0.0,0.0,0.0
2145,CVG,MCI,561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.733333333333,0.0,0.166666666667,0.41935483871,0.0,0.0,0.516129032258,0.6,0.258064516129,0.266666666667,0.0,0.0,0.666666666667,0.0,1.53333333333,1.0,0.903225806452,1.24137931034,3.16129032258,2.8,3.09677419355,1.03333333333,0.0,0.0,0.0,0.0,0.0,0.0322580645161
2146,HYA,JFK,560,0.0,0.0,0.0,0.0,0.0,0.333333333333,2.0,2.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.866666666667,2.0,2.0,0.533333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967741935484,1.66666666667,2.0,2.0,0.933333333333,0.322580645161,0.0,0.0
2147,ANC,ATL,558,0.0,0.0,0.0,0.0,0.0,0.733333333333,2.0,1.74193548387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.645161290323,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.774193548387,2.0,2.0,2.0,0.266666666667,0.0,0.0,0.0
2148,FLL,IAD,555,1.54838709677,1.78571428571,2.25806451613,2.0,0.322580645161,0.0,0.0,0.0,0.866666666667,1.09677419355,1.06666666667,0.838709677419,1.48387096774,1.64285714286,1.29032258065,1.13333333333,0.0,0.0,0.0322580645161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03225806452
2149,TTN,UST,548,0.0,0.0,0.0,0.0,0.838709677419,0.866666666667,0.838709677419,0.838709677419,0.866666666667,0.903225806452,0.8,0.903225806452,0.838709677419,0.928571428571,0.838709677419,0.933333333333,0.838709677419,0.866666666667,0.838709677419,0.838709677419,0.866666666667,0.903225806452,1.13333333333,1.09677419355,0.193548387097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2150,APN,MSP,546,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2151,DEN,RIC,542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73333333333,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2152,DAL,HRL,540,3.48387096774,3.42857142857,3.35483870968,3.46666666667,3.35483870968,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2153,APN,PLN,538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.70967741935,1.7,1.70967741935,1.73333333333,2.0,1.87096774194,1.73333333333,1.67741935484,1.73333333333,1.70967741935
2154,MTJ,ORD,537,2.0,2.28571428571,2.58064516129,0.533333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967741935484,2.0,2.14285714286,2.25806451613,0.4,0.0,0.0,0.258064516129,0.193548387097,0.0,0.0,0.0,0.58064516129,0.0645161290323,0.48275862069,0.516129032258,0.0666666666667,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.290322580645
2155,IAG,MYR,534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357142857143,0.58064516129,0.8,1.16129032258,1.13333333333,1.16129032258,1.16129032258,0.933333333333,0.838709677419,0.333333333333,0.0,0.0,0.551724137931,0.838709677419,1.06666666667,1.09677419355,1.13333333333,1.16129032258,1.16129032258,0.933333333333,0.903225806452,0.2,0.0
2156,BRD,INL,528,1.54838709677,1.42857142857,1.35483870968,1.46666666667,1.41935483871,1.4,1.48387096774,1.35483870968,1.46666666667,1.48387096774,1.33333333333,1.48387096774,0.129032258065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2157,ICT,PHX,528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26666666667,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2158,CLE,SEA,527,0.387096774194,0.0,0.0,0.0,0.0,0.466666666667,0.903225806452,0.709677419355,0.133333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666667,2.0,2.0,2.0,2.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.09677419355,1.13333333333,1.16129032258,0.645161290323,0.0,0.0,0.0,0.0
2159,BLI,OGG,527,1.12903225806,1.14285714286,1.12903225806,0.233333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.16129032258,1.12903225806,1.14285714286,1.16129032258,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.13333333333,1.16129032258,1.12903225806,1.13793103448,1.16129032258,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.966666666667,1.12903225806
2160,COS,LAS,524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13333333333,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2161,COS,IAD,521,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.93548387097,1.23333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2162,MBS,MSP,518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0322580645161,0.0,0.0,0.0,0.129032258065,0.161290322581,0.0714285714286,0.0322580645161,1.06666666667,0.354838709677,1.53333333333,0.0,0.0,0.0333333333333,1.48387096774,1.73333333333,0.0967741935484,1.38709677419,0.48275862069,0.0,1.3,0.0322580645161,1.4,2.0,1.67741935484,0.0,1.64516129032,0.333333333333,0.0
2163,CRW,IAD,518,2.0,2.10714285714,2.0,2.0,2.0,2.0,2.0,1.83870967742,1.03333333333,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2164,ILG,MCO,513,1.22580645161,1.21428571429,1.1935483871,1.13333333333,0.838709677419,0.866666666667,0.838709677419,0.838709677419,0.8,1.35483870968,1.13333333333,1.16129032258,1.09677419355,0.892857142857,1.1935483871,1.13333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2165,LEX,LGA,510,0.0,0.0,0.161290322581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58064516129,0.193548387097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61290322581,1.63333333333,0.935483870968,1.48387096774,1.72413793103,0.0322580645161,0.0666666666667,1.67741935484,0.466666666667,1.51612903226,1.74193548387,1.66666666667,0.0,1.23333333333,0.0
2166,DEN,PBI,504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193548387097,1.2,1.09677419355,1.16129032258,1.14285714286,1.16129032258,0.533333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.870967741935,2.0,2.0,2.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0645161290323,1.13333333333,1.16129032258
2167,DEN,KOA,496,0.258064516129,0.285714285714,0.322580645161,0.266666666667,0.322580645161,0.266666666667,0.258064516129,0.322580645161,0.266666666667,0.258064516129,0.333333333333,1.03225806452,0.58064516129,0.285714285714,1.48387096774,0.6,0.322580645161,0.266666666667,0.258064516129,0.322580645161,0.266666666667,0.322580645161,0.266666666667,0.967741935484,0.516129032258,0.275862068966,1.61290322581,0.533333333333,0.258064516129,0.266666666667,0.322580645161,0.258064516129,0.266666666667,0.322580645161,0.266666666667,1.16129032258
2168,ACY,IAH,490,0.0,0.0,0.0,1.96666666667,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0967741935484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2169,MCO,MDT,486,0.58064516129,0.785714285714,0.838709677419,0.8,0.58064516129,0.733333333333,0.838709677419,0.903225806452,0.866666666667,0.903225806452,1.2,1.35483870968,1.41935483871,1.42857142857,1.48387096774,1.33333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2170,GEG,MDW,484,0.0,0.0,0.0,0.0,0.0,1.53333333333,2.0,2.0,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.0,0.516129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73333333333,2.0,2.0,0.333333333333,0.0,0.0,0.0
2171,BNA,SFO,482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74193548387,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2172,PBI,TTN,478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.838709677419,0.838709677419,0.857142857143,0.903225806452,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.387096774194,1.8064516129,2.0,2.0,0.866666666667,0.0,0.0,0.0,0.0,0.0,0.129032258065,2.0,2.0
2173,GST,JNU,476,0.0,0.0,0.0,0.0,0.0,1.53333333333,2.0,1.48387096774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.0,1.41935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73333333333,2.0,1.74193548387,0.0,0.0,0.0,0.0
2174,ANC,DLG,476,0.0,0.0,0.0,0.0,0.0,1.53333333333,2.0,1.48387096774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.0,1.41935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73333333333,2.0,1.74193548387,0.0,0.0,0.0,0.0
2175,ART,ORD,473,3.74193548387,3.71428571429,3.67741935484,3.73333333333,0.870967741935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
