,ROUTE,count,DEST,ORIGIN
984,"Row(_1=u'15919', _2=u'10397')",5394,ATL,XNA
985,"Row(_1=u'11292', _2=u'14683')",5394,SAT,DEN
986,"Row(_1=u'10397', _2=u'15919')",5392,XNA,ATL
987,"Row(_1=u'12266', _2=u'12992')",5378,LIT,IAH
988,"Row(_1=u'14635', _2=u'10721')",5374,BOS,RSW
989,"Row(_1=u'10721', _2=u'14635')",5373,RSW,BOS
990,"Row(_1=u'14869', _2=u'10713')",5373,BOI,SLC
991,"Row(_1=u'10713', _2=u'14869')",5369,SLC,BOI
992,"Row(_1=u'11278', _2=u'11618')",5368,EWR,DCA
993,"Row(_1=u'11618', _2=u'11278')",5362,DCA,EWR
994,"Row(_1=u'14057', _2=u'14893')",5358,SMF,PDX
995,"Row(_1=u'10821', _2=u'12889')",5356,LAS,BWI
996,"Row(_1=u'14869', _2=u'14831')",5355,SJC,SLC
997,"Row(_1=u'12889', _2=u'10821')",5355,BWI,LAS
998,"Row(_1=u'13930', _2=u'13244')",5351,MEM,ORD
999,"Row(_1=u'14122', _2=u'13930')",5341,ORD,PIT
1000,"Row(_1=u'14893', _2=u'14057')",5340,PDX,SMF
1001,"Row(_1=u'14683', _2=u'11292')",5336,DEN,SAT
1002,"Row(_1=u'14831', _2=u'14869')",5333,SLC,SJC
1003,"Row(_1=u'12992', _2=u'12266')",5332,IAH,LIT
1004,"Row(_1=u'13204', _2=u'10529')",5321,BDL,MCO
1005,"Row(_1=u'11697', _2=u'12892')",5319,LAX,FLL
1006,"Row(_1=u'10529', _2=u'13204')",5319,MCO,BDL
1007,"Row(_1=u'11298', _2=u'14492')",5319,RDU,DFW
1008,"Row(_1=u'14492', _2=u'11298')",5319,DFW,RDU
1009,"Row(_1=u'11298', _2=u'10821')",5318,BWI,DFW
1010,"Row(_1=u'10140', _2=u'11292')",5318,DEN,ABQ
1011,"Row(_1=u'10821', _2=u'11298')",5317,DFW,BWI
1012,"Row(_1=u'12266', _2=u'10721')",5314,BOS,IAH
1013,"Row(_1=u'12892', _2=u'11697')",5307,FLL,LAX
1014,"Row(_1=u'10721', _2=u'12266')",5301,IAH,BOS
1015,"Row(_1=u'12945', _2=u'13930')",5299,ORD,LEX
1016,"Row(_1=u'13930', _2=u'12945')",5298,LEX,ORD
1017,"Row(_1=u'12323', _2=u'10397')",5297,ATL,ILM
1018,"Row(_1=u'10397', _2=u'12323')",5297,ILM,ATL
1019,"Row(_1=u'11057', _2=u'14027')",5272,PBI,CLT
1020,"Row(_1=u'11292', _2=u'10140')",5263,ABQ,DEN
1021,"Row(_1=u'11298', _2=u'15412')",5259,TYS,DFW
1022,"Row(_1=u'14107', _2=u'10821')",5259,BWI,PHX
1023,"Row(_1=u'15412', _2=u'11298')",5255,DFW,TYS
1024,"Row(_1=u'11057', _2=u'13495')",5253,MSY,CLT
1025,"Row(_1=u'15304', _2=u'11292')",5246,DEN,TPA
1026,"Row(_1=u'10821', _2=u'14107')",5246,PHX,BWI
1027,"Row(_1=u'11292', _2=u'15304')",5243,TPA,DEN
1028,"Row(_1=u'14027', _2=u'11057')",5242,CLT,PBI
1029,"Row(_1=u'14057', _2=u'14679')",5227,SAN,PDX
1030,"Row(_1=u'14679', _2=u'14057')",5225,PDX,SAN
1031,"Row(_1=u'13204', _2=u'12264')",5213,IAD,MCO
1032,"Row(_1=u'12339', _2=u'11298')",5213,DFW,IND
1033,"Row(_1=u'11298', _2=u'12339')",5213,IND,DFW
1034,"Row(_1=u'12264', _2=u'13204')",5210,MCO,IAD
1035,"Row(_1=u'13244', _2=u'13930')",5208,ORD,MEM
1036,"Row(_1=u'10397', _2=u'13871')",5206,OMA,ATL
1037,"Row(_1=u'12896', _2=u'11259')",5195,DAL,LBB
1038,"Row(_1=u'11259', _2=u'12896')",5195,LBB,DAL
1039,"Row(_1=u'14747', _2=u'12173')",5190,HNL,SEA
1040,"Row(_1=u'12173', _2=u'14747')",5190,SEA,HNL
1041,"Row(_1=u'14679', _2=u'12266')",5181,IAH,SAN
1042,"Row(_1=u'14908', _2=u'14869')",5166,SLC,SNA
1043,"Row(_1=u'14869', _2=u'14908')",5166,SNA,SLC
1044,"Row(_1=u'13487', _2=u'13204')",5155,MCO,MSP
1045,"Row(_1=u'10821', _2=u'12391')",5155,ISP,BWI
1046,"Row(_1=u'15919', _2=u'11298')",5153,DFW,XNA
1047,"Row(_1=u'13204', _2=u'13487')",5152,MSP,MCO
1048,"Row(_1=u'11298', _2=u'15919')",5151,XNA,DFW
1049,"Row(_1=u'11298', _2=u'11042')",5146,CLE,DFW
1050,"Row(_1=u'11042', _2=u'11298')",5144,DFW,CLE
1051,"Row(_1=u'10792', _2=u'10397')",5141,ATL,BUF
1052,"Row(_1=u'12391', _2=u'10821')",5139,BWI,ISP
1053,"Row(_1=u'10397', _2=u'10792')",5137,BUF,ATL
1054,"Row(_1=u'10721', _2=u'11042')",5134,CLE,BOS
1055,"Row(_1=u'14570', _2=u'14771')",5132,SFO,RNO
1056,"Row(_1=u'14771', _2=u'14570')",5127,RNO,SFO
1057,"Row(_1=u'12892', _2=u'15016')",5126,STL,LAX
1058,"Row(_1=u'11057', _2=u'12889')",5122,LAS,CLT
1059,"Row(_1=u'12889', _2=u'11057')",5121,CLT,LAS
1060,"Row(_1=u'10423', _2=u'14107')",5114,PHX,AUS
1061,"Row(_1=u'14747', _2=u'10721')",5111,BOS,SEA
1062,"Row(_1=u'10721', _2=u'14747')",5110,SEA,BOS
1063,"Row(_1=u'14107', _2=u'10423')",5108,AUS,PHX
1064,"Row(_1=u'11042', _2=u'10721')",5108,BOS,CLE
1065,"Row(_1=u'11298', _2=u'14831')",5105,SJC,DFW
1066,"Row(_1=u'15016', _2=u'12892')",5103,LAX,STL
1067,"Row(_1=u'14831', _2=u'11298')",5102,DFW,SJC
1068,"Row(_1=u'13495', _2=u'11057')",5099,CLT,MSY
1069,"Row(_1=u'10423', _2=u'12478')",5097,JFK,AUS
1070,"Row(_1=u'10599', _2=u'12266')",5096,IAH,BHM
1071,"Row(_1=u'12478', _2=u'10423')",5095,AUS,JFK
1072,"Row(_1=u'10721', _2=u'14492')",5079,RDU,BOS
1073,"Row(_1=u'12266', _2=u'10599')",5076,BHM,IAH
1074,"Row(_1=u'13422', _2=u'12266')",5075,IAH,MOB
1075,"Row(_1=u'13871', _2=u'10397')",5075,ATL,OMA
1076,"Row(_1=u'14492', _2=u'10721')",5074,BOS,RDU
1077,"Row(_1=u'12266', _2=u'13422')",5071,MOB,IAH
1078,"Row(_1=u'14698', _2=u'12892')",5067,LAX,SBP
1079,"Row(_1=u'13198', _2=u'12266')",5067,IAH,MCI
1080,"Row(_1=u'12892', _2=u'14698')",5066,SBP,LAX
1081,"Row(_1=u'10157', _2=u'14771')",5053,SFO,ACV
1082,"Row(_1=u'14771', _2=u'10157')",5053,ACV,SFO
1083,"Row(_1=u'14576', _2=u'13930')",5045,ORD,ROC
1084,"Row(_1=u'12892', _2=u'13476')",5044,MRY,LAX
1085,"Row(_1=u'13476', _2=u'12892')",5044,LAX,MRY
1086,"Row(_1=u'12478', _2=u'14492')",5035,RDU,JFK
1087,"Row(_1=u'14492', _2=u'12478')",5026,JFK,RDU
1088,"Row(_1=u'12266', _2=u'13198')",5021,MCI,IAH
1089,"Row(_1=u'13232', _2=u'11259')",5014,DAL,MDW
1090,"Row(_1=u'11259', _2=u'13232')",5003,MDW,DAL
1091,"Row(_1=u'14747', _2=u'11618')",4984,EWR,SEA
1092,"Row(_1=u'13158', _2=u'11259')",4983,DAL,MAF
1093,"Row(_1=u'11292', _2=u'13495')",4979,MSY,DEN
1094,"Row(_1=u'12206', _2=u'12191')",4976,HOU,HRL
1095,"Row(_1=u'12191', _2=u'12206')",4975,HRL,HOU
1096,"Row(_1=u'11259', _2=u'13158')",4972,MAF,DAL
1097,"Row(_1=u'11298', _2=u'12191')",4969,HOU,DFW
1098,"Row(_1=u'12191', _2=u'11298')",4967,DFW,HOU
1099,"Row(_1=u'12892', _2=u'12191')",4952,HOU,LAX
1100,"Row(_1=u'12266', _2=u'14908')",4951,SNA,IAH
1101,"Row(_1=u'15370', _2=u'10397')",4949,ATL,TUL
1102,"Row(_1=u'10397', _2=u'15370')",4948,TUL,ATL
1103,"Row(_1=u'12191', _2=u'12892')",4943,LAX,HOU
1104,"Row(_1=u'14843', _2=u'10397')",4941,ATL,SJU
1105,"Row(_1=u'10397', _2=u'14843')",4940,SJU,ATL
1106,"Row(_1=u'11298', _2=u'10155')",4940,ACT,DFW
1107,"Row(_1=u'10155', _2=u'11298')",4940,DFW,ACT
1108,"Row(_1=u'13930', _2=u'12478')",4910,JFK,ORD
1109,"Row(_1=u'12478', _2=u'13930')",4908,ORD,JFK
1110,"Row(_1=u'13930', _2=u'13851')",4908,OKC,ORD
1111,"Row(_1=u'11618', _2=u'14747')",4905,SEA,EWR
1112,"Row(_1=u'15016', _2=u'13204')",4902,MCO,STL
1113,"Row(_1=u'10792', _2=u'13204')",4900,MCO,BUF
1114,"Row(_1=u'11298', _2=u'14783')",4892,SGF,DFW
1115,"Row(_1=u'14783', _2=u'11298')",4891,DFW,SGF
1116,"Row(_1=u'13264', _2=u'14771')",4890,SFO,MFR
1117,"Row(_1=u'13204', _2=u'10792')",4890,BUF,MCO
1118,"Row(_1=u'13204', _2=u'15016')",4890,STL,MCO
1119,"Row(_1=u'13495', _2=u'11292')",4889,DEN,MSY
1120,"Row(_1=u'14771', _2=u'13264')",4888,MFR,SFO
1121,"Row(_1=u'11298', _2=u'13891')",4887,ONT,DFW
1122,"Row(_1=u'13198', _2=u'12889')",4886,LAS,MCI
1123,"Row(_1=u'13891', _2=u'11298')",4885,DFW,ONT
1124,"Row(_1=u'12889', _2=u'13198')",4882,MCI,LAS
1125,"Row(_1=u'14122', _2=u'13204')",4879,MCO,PIT
1126,"Row(_1=u'13204', _2=u'14122')",4871,PIT,MCO
1127,"Row(_1=u'13851', _2=u'13930')",4871,ORD,OKC
1128,"Row(_1=u'13930', _2=u'15096')",4868,SYR,ORD
1129,"Row(_1=u'13891', _2=u'12889')",4836,LAS,ONT
1130,"Row(_1=u'10397', _2=u'11252')",4833,DAB,ATL
1131,"Row(_1=u'11252', _2=u'10397')",4832,ATL,DAB
1132,"Row(_1=u'11618', _2=u'11042')",4831,CLE,EWR
1133,"Row(_1=u'13930', _2=u'14783')",4819,SGF,ORD
1134,"Row(_1=u'12889', _2=u'13891')",4815,ONT,LAS
1135,"Row(_1=u'14783', _2=u'13930')",4813,ORD,SGF
1136,"Row(_1=u'11540', _2=u'12266')",4812,IAH,ELP
1137,"Row(_1=u'14683', _2=u'12892')",4811,LAX,SAT
1138,"Row(_1=u'14908', _2=u'12266')",4804,IAH,SNA
1139,"Row(_1=u'15624', _2=u'11298')",4802,DFW,VPS
1140,"Row(_1=u'11298', _2=u'15624')",4801,VPS,DFW
1141,"Row(_1=u'15096', _2=u'13930')",4800,ORD,SYR
1142,"Row(_1=u'14574', _2=u'10397')",4799,ATL,ROA
1143,"Row(_1=u'10397', _2=u'14574')",4797,ROA,ATL
1144,"Row(_1=u'11298', _2=u'11066')",4796,CMH,DFW
1145,"Row(_1=u'11066', _2=u'11298')",4795,DFW,CMH
1146,"Row(_1=u'13577', _2=u'10397')",4793,ATL,MYR
1147,"Row(_1=u'14027', _2=u'10721')",4793,BOS,PBI
1148,"Row(_1=u'10397', _2=u'13577')",4792,MYR,ATL
1149,"Row(_1=u'10721', _2=u'14027')",4791,PBI,BOS
1150,"Row(_1=u'12892', _2=u'14683')",4790,SAT,LAX
1151,"Row(_1=u'14893', _2=u'14869')",4786,SLC,SMF
1152,"Row(_1=u'11193', _2=u'11298')",4786,DFW,CVG
1153,"Row(_1=u'11884', _2=u'11292')",4765,DEN,GEG
1154,"Row(_1=u'11042', _2=u'11618')",4764,EWR,CLE
1155,"Row(_1=u'11618', _2=u'14635')",4764,RSW,EWR
1156,"Row(_1=u'14108', _2=u'13930')",4762,ORD,PIA
1157,"Row(_1=u'14635', _2=u'11618')",4759,EWR,RSW
1158,"Row(_1=u'11292', _2=u'11884')",4759,GEG,DEN
1159,"Row(_1=u'13930', _2=u'14108')",4755,PIA,ORD
1160,"Row(_1=u'11540', _2=u'11259')",4752,DAL,ELP
1161,"Row(_1=u'14869', _2=u'14893')",4752,SMF,SLC
1162,"Row(_1=u'11259', _2=u'11540')",4750,ELP,DAL
1163,"Row(_1=u'14771', _2=u'10713')",4746,BOI,SFO
1164,"Row(_1=u'10713', _2=u'14771')",4744,SFO,BOI
1165,"Row(_1=u'15304', _2=u'13232')",4733,MDW,TPA
1166,"Row(_1=u'11292', _2=u'11042')",4728,CLE,DEN
1167,"Row(_1=u'12266', _2=u'11540')",4725,ELP,IAH
1168,"Row(_1=u'11267', _2=u'10397')",4722,ATL,DAY
1169,"Row(_1=u'10397', _2=u'11267')",4720,DAY,ATL
1170,"Row(_1=u'10721', _2=u'13232')",4716,MDW,BOS
1171,"Row(_1=u'13232', _2=u'15304')",4709,TPA,MDW
1172,"Row(_1=u'10693', _2=u'12266')",4703,IAH,BNA
1173,"Row(_1=u'13930', _2=u'14576')",4682,ROC,ORD
1174,"Row(_1=u'11775', _2=u'11292')",4680,DEN,FSD
1175,"Row(_1=u'12266', _2=u'12264')",4679,IAD,IAH
1176,"Row(_1=u'10529', _2=u'13930')",4672,ORD,BDL
1177,"Row(_1=u'14869', _2=u'12280')",4669,IDA,SLC
1178,"Row(_1=u'13232', _2=u'10721')",4667,BOS,MDW
1179,"Row(_1=u'14635', _2=u'11433')",4667,DTW,RSW
1180,"Row(_1=u'12889', _2=u'13303')",4667,MIA,LAS
1181,"Row(_1=u'13303', _2=u'12889')",4667,LAS,MIA
1182,"Row(_1=u'12280', _2=u'14869')",4667,SLC,IDA
1183,"Row(_1=u'14107', _2=u'10721')",4664,BOS,PHX
1184,"Row(_1=u'11433', _2=u'14635')",4662,RSW,DTW
1185,"Row(_1=u'10721', _2=u'14107')",4658,PHX,BOS
1186,"Row(_1=u'11292', _2=u'11775')",4654,FSD,DEN
1187,"Row(_1=u'11624', _2=u'10397')",4650,ATL,EYW
1188,"Row(_1=u'12191', _2=u'12889')",4650,LAS,HOU
1189,"Row(_1=u'10397', _2=u'11624')",4650,EYW,ATL
1190,"Row(_1=u'14771', _2=u'13830')",4650,OGG,SFO
1191,"Row(_1=u'13830', _2=u'14771')",4650,SFO,OGG
1192,"Row(_1=u'13930', _2=u'10529')",4636,BDL,ORD
1193,"Row(_1=u'11298', _2=u'11193')",4636,CVG,DFW
1194,"Row(_1=u'13204', _2=u'12191')",4631,HOU,MCO
1195,"Row(_1=u'11433', _2=u'15016')",4623,STL,DTW
1196,"Row(_1=u'12889', _2=u'12191')",4613,HOU,LAS
1197,"Row(_1=u'12264', _2=u'11298')",4609,DFW,IAD
1198,"Row(_1=u'14193', _2=u'12266')",4602,IAH,PNS
1199,"Row(_1=u'12266', _2=u'14193')",4600,PNS,IAH
1200,"Row(_1=u'11042', _2=u'11292')",4593,DEN,CLE
1201,"Row(_1=u'14814', _2=u'12266')",4587,IAH,SHV
1202,"Row(_1=u'13204', _2=u'10693')",4584,BNA,MCO
1203,"Row(_1=u'13342', _2=u'14107')",4580,PHX,MKE
1204,"Row(_1=u'14107', _2=u'13342')",4576,MKE,PHX
1205,"Row(_1=u'10693', _2=u'13204')",4574,MCO,BNA
1206,"Row(_1=u'11057', _2=u'10693')",4568,BNA,CLT
1207,"Row(_1=u'10693', _2=u'11057')",4567,CLT,BNA
1208,"Row(_1=u'11537', _2=u'11433')",4566,DTW,ELM
1209,"Row(_1=u'11433', _2=u'11537')",4565,ELM,DTW
1210,"Row(_1=u'12191', _2=u'14107')",4565,PHX,HOU
1211,"Row(_1=u'11298', _2=u'14842')",4559,SJT,DFW
1212,"Row(_1=u'12266', _2=u'14814')",4559,SHV,IAH
1213,"Row(_1=u'14842', _2=u'11298')",4559,DFW,SJT
1214,"Row(_1=u'14107', _2=u'12191')",4557,HOU,PHX
1215,"Row(_1=u'15016', _2=u'11433')",4556,DTW,STL
1216,"Row(_1=u'11973', _2=u'10397')",4554,ATL,GPT
1217,"Row(_1=u'10397', _2=u'11973')",4553,GPT,ATL
1218,"Row(_1=u'13930', _2=u'10408')",4552,ATW,ORD
1219,"Row(_1=u'10408', _2=u'13930')",4552,ORD,ATW
1220,"Row(_1=u'15016', _2=u'12889')",4544,LAS,STL
1221,"Row(_1=u'12191', _2=u'13204')",4543,MCO,HOU
1222,"Row(_1=u'13487', _2=u'14057')",4541,PDX,MSP
1223,"Row(_1=u'14057', _2=u'13487')",4540,MSP,PDX
1224,"Row(_1=u'12889', _2=u'15016')",4519,STL,LAS
1225,"Row(_1=u'14869', _2=u'11433')",4516,DTW,SLC
1226,"Row(_1=u'11433', _2=u'14869')",4509,SLC,DTW
1227,"Row(_1=u'12889', _2=u'10140')",4507,ABQ,LAS
1228,"Row(_1=u'11066', _2=u'10821')",4505,BWI,CMH
1229,"Row(_1=u'11292', _2=u'14570')",4503,RNO,DEN
1230,"Row(_1=u'11637', _2=u'13487')",4495,MSP,FAR
1231,"Row(_1=u'12191', _2=u'14683')",4495,SAT,HOU
1232,"Row(_1=u'14570', _2=u'11292')",4495,DEN,RNO
1233,"Row(_1=u'10821', _2=u'11066')",4494,CMH,BWI
1234,"Row(_1=u'13487', _2=u'11637')",4494,FAR,MSP
1235,"Row(_1=u'11433', _2=u'13485')",4480,MSN,DTW
1236,"Row(_1=u'11423', _2=u'11292')",4480,DEN,DSM
1237,"Row(_1=u'10140', _2=u'12889')",4469,LAS,ABQ
1238,"Row(_1=u'11298', _2=u'12264')",4468,IAD,DFW
1239,"Row(_1=u'14683', _2=u'12191')",4467,HOU,SAT
1240,"Row(_1=u'11433', _2=u'14696')",4463,SBN,DTW
1241,"Row(_1=u'13485', _2=u'11433')",4451,DTW,MSN
1242,"Row(_1=u'14696', _2=u'11433')",4449,DTW,SBN
1243,"Row(_1=u'11638', _2=u'14771')",4447,SFO,FAT
1244,"Row(_1=u'14783', _2=u'10397')",4441,ATL,SGF
1245,"Row(_1=u'14524', _2=u'12953')",4438,LGA,RIC
1246,"Row(_1=u'10397', _2=u'14783')",4438,SGF,ATL
1247,"Row(_1=u'12953', _2=u'14524')",4428,RIC,LGA
1248,"Row(_1=u'13930', _2=u'11721')",4407,FNT,ORD
1249,"Row(_1=u'11721', _2=u'13930')",4406,ORD,FNT
1250,"Row(_1=u'12264', _2=u'12266')",4403,IAH,IAD
1251,"Row(_1=u'12889', _2=u'12954')",4396,LGB,LAS
1252,"Row(_1=u'11146', _2=u'10397')",4395,ATL,CRW
1253,"Row(_1=u'10397', _2=u'11146')",4395,CRW,ATL
1254,"Row(_1=u'12954', _2=u'12889')",4394,LAS,LGB
1255,"Row(_1=u'10397', _2=u'14098')",4392,PHF,ATL
1256,"Row(_1=u'14098', _2=u'10397')",4391,ATL,PHF
1257,"Row(_1=u'12892', _2=u'12982')",4391,LIH,LAX
1258,"Row(_1=u'11298', _2=u'14122')",4390,PIT,DFW
1259,"Row(_1=u'12982', _2=u'12892')",4390,LAX,LIH
1260,"Row(_1=u'14122', _2=u'11298')",4389,DFW,PIT
1261,"Row(_1=u'13487', _2=u'13871')",4381,OMA,MSP
1262,"Row(_1=u'10423', _2=u'12191')",4378,HOU,AUS
1263,"Row(_1=u'13871', _2=u'13487')",4371,MSP,OMA
1264,"Row(_1=u'15380', _2=u'13930')",4358,ORD,TVC
1265,"Row(_1=u'13930', _2=u'15380')",4357,TVC,ORD
1266,"Row(_1=u'10397', _2=u'13360')",4351,MLB,ATL
1267,"Row(_1=u'13891', _2=u'14831')",4350,SJC,ONT
1268,"Row(_1=u'13360', _2=u'10397')",4350,ATL,MLB
1269,"Row(_1=u'12191', _2=u'10423')",4347,AUS,HOU
1270,"Row(_1=u'11618', _2=u'11193')",4343,CVG,EWR
1271,"Row(_1=u'14771', _2=u'11697')",4338,FLL,SFO
1272,"Row(_1=u'11057', _2=u'14524')",4338,RIC,CLT
1273,"Row(_1=u'11697', _2=u'14771')",4337,SFO,FLL
1274,"Row(_1=u'11259', _2=u'10279')",4337,AMA,DAL
1275,"Row(_1=u'12266', _2=u'11042')",4336,CLE,IAH
1276,"Row(_1=u'10279', _2=u'11259')",4336,DAL,AMA
1277,"Row(_1=u'14524', _2=u'11057')",4335,CLT,RIC
1278,"Row(_1=u'11292', _2=u'11278')",4334,DCA,DEN
1279,"Row(_1=u'12197', _2=u'13930')",4334,ORD,HPN
1280,"Row(_1=u'13930', _2=u'12197')",4332,HPN,ORD
1281,"Row(_1=u'13796', _2=u'12954')",4331,LGB,OAK
1282,"Row(_1=u'11140', _2=u'11298')",4329,DFW,CRP
1283,"Row(_1=u'11298', _2=u'11140')",4329,CRP,DFW
1284,"Row(_1=u'11278', _2=u'11292')",4327,DEN,DCA
1285,"Row(_1=u'12954', _2=u'13796')",4327,OAK,LGB
1286,"Row(_1=u'14771', _2=u'11433')",4326,DTW,SFO
1287,"Row(_1=u'11433', _2=u'14771')",4326,SFO,DTW
1288,"Row(_1=u'11618', _2=u'10994')",4323,CHS,EWR
1289,"Row(_1=u'12758', _2=u'12892')",4319,LAX,KOA
1290,"Row(_1=u'12892', _2=u'12758')",4318,KOA,LAX
1291,"Row(_1=u'13487', _2=u'11618')",4318,EWR,MSP
1292,"Row(_1=u'14831', _2=u'13891')",4315,ONT,SJC
1293,"Row(_1=u'11292', _2=u'13796')",4312,OAK,DEN
1294,"Row(_1=u'12889', _2=u'11259')",4307,DAL,LAS
1295,"Row(_1=u'13796', _2=u'11292')",4307,DEN,OAK
1296,"Row(_1=u'13830', _2=u'12982')",4305,LIH,OGG
1297,"Row(_1=u'14893', _2=u'11298')",4298,DFW,SMF
1298,"Row(_1=u'11298', _2=u'14893')",4298,SMF,DFW
1299,"Row(_1=u'10529', _2=u'11433')",4295,DTW,BDL
1300,"Row(_1=u'12889', _2=u'14683')",4294,SAT,LAS
1301,"Row(_1=u'11433', _2=u'10529')",4290,BDL,DTW
1302,"Row(_1=u'11259', _2=u'12889')",4288,LAS,DAL
1303,"Row(_1=u'13256', _2=u'11298')",4277,DFW,MFE
1304,"Row(_1=u'11259', _2=u'11292')",4275,DEN,DAL
1305,"Row(_1=u'11298', _2=u'13256')",4274,MFE,DFW
1306,"Row(_1=u'14683', _2=u'12889')",4274,LAS,SAT
1307,"Row(_1=u'12982', _2=u'13830')",4261,OGG,LIH
1308,"Row(_1=u'12266', _2=u'10693')",4255,BNA,IAH
1309,"Row(_1=u'10994', _2=u'11618')",4254,EWR,CHS
1310,"Row(_1=u'11612', _2=u'13930')",4253,ORD,EVV
1311,"Row(_1=u'13930', _2=u'11612')",4253,EVV,ORD
1312,"Row(_1=u'11042', _2=u'11278')",4250,DCA,CLE
1313,"Row(_1=u'11278', _2=u'11042')",4245,CLE,DCA
1314,"Row(_1=u'12266', _2=u'13244')",4241,MEM,IAH
1315,"Row(_1=u'13244', _2=u'12266')",4240,IAH,MEM
1316,"Row(_1=u'14107', _2=u'12339')",4238,IND,PHX
1317,"Row(_1=u'11193', _2=u'11618')",4236,EWR,CVG
1318,"Row(_1=u'11986', _2=u'11433')",4236,DTW,GRR
1319,"Row(_1=u'11292', _2=u'10800')",4235,BUR,DEN
1320,"Row(_1=u'12339', _2=u'14107')",4234,PHX,IND
1321,"Row(_1=u'12339', _2=u'13204')",4227,MCO,IND
1322,"Row(_1=u'13158', _2=u'11298')",4220,DFW,MAF
1323,"Row(_1=u'13204', _2=u'12339')",4219,IND,MCO
1324,"Row(_1=u'11298', _2=u'13158')",4218,MAF,DFW
1325,"Row(_1=u'10800', _2=u'11292')",4212,DEN,BUR
1326,"Row(_1=u'10792', _2=u'10721')",4201,BOS,BUF
1327,"Row(_1=u'10721', _2=u'10792')",4200,BUF,BOS
1328,"Row(_1=u'11292', _2=u'11259')",4198,DAL,DEN
1329,"Row(_1=u'13851', _2=u'12266')",4196,IAH,OKC
1330,"Row(_1=u'11042', _2=u'12266')",4194,IAH,CLE
1331,"Row(_1=u'11298', _2=u'10279')",4193,AMA,DFW
1332,"Row(_1=u'11433', _2=u'11986')",4193,GRR,DTW
1333,"Row(_1=u'10279', _2=u'11298')",4193,DFW,AMA
1334,"Row(_1=u'11618', _2=u'13487')",4186,MSP,EWR
1335,"Row(_1=u'14696', _2=u'13930')",4181,ORD,SBN
1336,"Row(_1=u'13930', _2=u'14696')",4181,SBN,ORD
1337,"Row(_1=u'14747', _2=u'11630')",4173,FAI,SEA
1338,"Row(_1=u'11630', _2=u'14747')",4173,SEA,FAI
1339,"Row(_1=u'13198', _2=u'11433')",4154,DTW,MCI
1340,"Row(_1=u'11433', _2=u'13198')",4147,MCI,DTW
1341,"Row(_1=u'12892', _2=u'10821')",4145,BWI,LAX
1342,"Row(_1=u'12992', _2=u'11298')",4136,DFW,LIT
1343,"Row(_1=u'11298', _2=u'12992')",4135,LIT,DFW
1344,"Row(_1=u'11308', _2=u'10397')",4133,ATL,DHN
1345,"Row(_1=u'10397', _2=u'11308')",4133,DHN,ATL
1346,"Row(_1=u'12266', _2=u'10747')",4133,BRO,IAH
1347,"Row(_1=u'10747', _2=u'12266')",4132,IAH,BRO
1348,"Row(_1=u'13871', _2=u'11298')",4130,DFW,OMA
1349,"Row(_1=u'11298', _2=u'13871')",4130,OMA,DFW
1350,"Row(_1=u'12951', _2=u'10397')",4128,ATL,LFT
1351,"Row(_1=u'10397', _2=u'12951')",4127,LFT,ATL
1352,"Row(_1=u'14747', _2=u'12819')",4118,KTN,SEA
1353,"Row(_1=u'12819', _2=u'14747')",4116,SEA,KTN
1354,"Row(_1=u'14747', _2=u'12523')",4116,JNU,SEA
1355,"Row(_1=u'14794', _2=u'14869')",4115,SLC,SGU
1356,"Row(_1=u'14869', _2=u'14794')",4114,SGU,SLC
1357,"Row(_1=u'10821', _2=u'12892')",4113,LAX,BWI
1358,"Row(_1=u'12891', _2=u'11298')",4111,DFW,LAW
1359,"Row(_1=u'11298', _2=u'12891')",4111,LAW,DFW
1360,"Row(_1=u'12191', _2=u'11140')",4106,CRP,HOU
1361,"Row(_1=u'11140', _2=u'12191')",4106,HOU,CRP
1362,"Row(_1=u'13495', _2=u'13204')",4105,MCO,MSY
1363,"Row(_1=u'14457', _2=u'13487')",4105,MSP,RAP
1364,"Row(_1=u'13367', _2=u'13930')",4102,ORD,MLI
1365,"Row(_1=u'13487', _2=u'14457')",4101,RAP,MSP
1366,"Row(_1=u'13930', _2=u'13367')",4099,MLI,ORD
1367,"Row(_1=u'10821', _2=u'13487')",4091,MSP,BWI
1368,"Row(_1=u'13487', _2=u'10821')",4088,BWI,MSP
1369,"Row(_1=u'11298', _2=u'13244')",4087,MEM,DFW
1370,"Row(_1=u'13204', _2=u'13495')",4087,MSY,MCO
1371,"Row(_1=u'13244', _2=u'11298')",4087,DFW,MEM
1372,"Row(_1=u'12953', _2=u'11066')",4077,CMH,LGA
1373,"Row(_1=u'15016', _2=u'10821')",4070,BWI,STL
1374,"Row(_1=u'11057', _2=u'13198')",4068,MCI,CLT
1375,"Row(_1=u'10821', _2=u'15016')",4067,STL,BWI
1376,"Row(_1=u'14698', _2=u'14771')",4066,SFO,SBP
1377,"Row(_1=u'14771', _2=u'14698')",4066,SBP,SFO
1378,"Row(_1=u'13198', _2=u'11057')",4066,CLT,MCI
1379,"Row(_1=u'12478', _2=u'11278')",4064,DCA,JFK
1380,"Row(_1=u'13204', _2=u'14107')",4061,PHX,MCO
1381,"Row(_1=u'11278', _2=u'12478')",4059,JFK,DCA
1382,"Row(_1=u'14107', _2=u'13204')",4058,MCO,PHX
1383,"Row(_1=u'12191', _2=u'10693')",4047,BNA,HOU
