,ROUTE,count,DEST,ORIGIN
4052,"Row(_1=u'11697', _2=u'12265')",430,IAG,FLL
4053,"Row(_1=u'12265', _2=u'11697')",430,FLL,IAG
4054,"Row(_1=u'11503', _2=u'11292')",429,DEN,EGE
4055,"Row(_1=u'11292', _2=u'11503')",429,EGE,DEN
4056,"Row(_1=u'12892', _2=u'13871')",428,OMA,LAX
4057,"Row(_1=u'13871', _2=u'12892')",427,LAX,OMA
4058,"Row(_1=u'11423', _2=u'14869')",426,SLC,DSM
4059,"Row(_1=u'14869', _2=u'11423')",426,DSM,SLC
4060,"Row(_1=u'13198', _2=u'13303')",423,MIA,MCI
4061,"Row(_1=u'13303', _2=u'13198')",423,MCI,MIA
4062,"Row(_1=u'10158', _2=u'10397')",420,ATL,ACY
4063,"Row(_1=u'13796', _2=u'12266')",420,IAH,OAK
4064,"Row(_1=u'12266', _2=u'13796')",420,OAK,IAH
4065,"Row(_1=u'14869', _2=u'13244')",419,MEM,SLC
4066,"Row(_1=u'10561', _2=u'12892')",419,LAX,BFL
4067,"Row(_1=u'10397', _2=u'10158')",419,ACY,ATL
4068,"Row(_1=u'13244', _2=u'14869')",419,SLC,MEM
4069,"Row(_1=u'11042', _2=u'10529')",418,BDL,CLE
4070,"Row(_1=u'12892', _2=u'10561')",418,BFL,LAX
4071,"Row(_1=u'14771', _2=u'10299')",417,ANC,SFO
4072,"Row(_1=u'14685', _2=u'11433')",417,DTW,SAV
4073,"Row(_1=u'13485', _2=u'12953')",416,LGA,MSN
4074,"Row(_1=u'12953', _2=u'12323')",416,ILM,LGA
4075,"Row(_1=u'12264', _2=u'13198')",416,MCI,IAD
4076,"Row(_1=u'12278', _2=u'12892')",415,LAX,ICT
4077,"Row(_1=u'12323', _2=u'12953')",415,LGA,ILM
4078,"Row(_1=u'12892', _2=u'12278')",415,ICT,LAX
4079,"Row(_1=u'11298', _2=u'12094')",413,HDN,DFW
4080,"Row(_1=u'14100', _2=u'14057')",413,PDX,PHL
4081,"Row(_1=u'14057', _2=u'14100')",413,PHL,PDX
4082,"Row(_1=u'12094', _2=u'11298')",412,DFW,HDN
4083,"Row(_1=u'10721', _2=u'10154')",412,ACK,BOS
4084,"Row(_1=u'10154', _2=u'10721')",412,BOS,ACK
4085,"Row(_1=u'11697', _2=u'10994')",409,CHS,FLL
4086,"Row(_1=u'10529', _2=u'11042')",408,CLE,BDL
4087,"Row(_1=u'10994', _2=u'11697')",408,FLL,CHS
4088,"Row(_1=u'10423', _2=u'12264')",408,IAD,AUS
4089,"Row(_1=u'14908', _2=u'13198')",406,MCI,SNA
4090,"Row(_1=u'13198', _2=u'14908')",406,SNA,MCI
4091,"Row(_1=u'15016', _2=u'14908')",406,SNA,STL
4092,"Row(_1=u'14321', _2=u'12264')",406,IAD,PWM
4093,"Row(_1=u'14908', _2=u'15016')",406,STL,SNA
4094,"Row(_1=u'12197', _2=u'11433')",406,DTW,HPN
4095,"Row(_1=u'11433', _2=u'12197')",406,HPN,DTW
4096,"Row(_1=u'14771', _2=u'15919')",404,XNA,SFO
4097,"Row(_1=u'15919', _2=u'14771')",404,SFO,XNA
4098,"Row(_1=u'11423', _2=u'11433')",400,DTW,DSM
4099,"Row(_1=u'12264', _2=u'11066')",395,CMH,IAD
4100,"Row(_1=u'12266', _2=u'11503')",394,EGE,IAH
4101,"Row(_1=u'11503', _2=u'12266')",394,IAH,EGE
4102,"Row(_1=u'11433', _2=u'14730')",393,SDF,DTW
4103,"Row(_1=u'12264', _2=u'12217')",393,HSV,IAD
4104,"Row(_1=u'12217', _2=u'12264')",392,IAD,HSV
4105,"Row(_1=u'15024', _2=u'10721')",392,BOS,STT
4106,"Row(_1=u'14321', _2=u'12953')",392,LGA,PWM
4107,"Row(_1=u'12264', _2=u'14321')",391,PWM,IAD
4108,"Row(_1=u'13487', _2=u'13931')",391,ORF,MSP
4109,"Row(_1=u'12451', _2=u'13487')",390,MSP,JAX
4110,"Row(_1=u'13931', _2=u'13487')",389,MSP,ORF
4111,"Row(_1=u'15304', _2=u'11986')",388,GRR,TPA
4112,"Row(_1=u'11066', _2=u'12264')",388,IAD,CMH
4113,"Row(_1=u'14576', _2=u'12264')",386,IAD,ROC
4114,"Row(_1=u'12266', _2=u'14108')",386,PIA,IAH
4115,"Row(_1=u'11986', _2=u'15304')",386,TPA,GRR
4116,"Row(_1=u'14307', _2=u'12264')",386,IAD,PVD
4117,"Row(_1=u'13577', _2=u'11042')",384,CLE,MYR
4118,"Row(_1=u'11042', _2=u'13577')",384,MYR,CLE
4119,"Row(_1=u'14108', _2=u'12266')",383,IAH,PIA
4120,"Row(_1=u'12953', _2=u'14321')",383,PWM,LGA
4121,"Row(_1=u'14730', _2=u'11433')",382,DTW,SDF
4122,"Row(_1=u'13367', _2=u'13487')",381,MSP,MLI
4123,"Row(_1=u'11865', _2=u'14543')",380,RKS,GCC
4124,"Row(_1=u'12264', _2=u'14307')",380,PVD,IAD
4125,"Row(_1=u'14543', _2=u'11865')",379,GCC,RKS
4126,"Row(_1=u'11648', _2=u'13930')",378,ORD,FCA
4127,"Row(_1=u'13930', _2=u'11648')",377,FCA,ORD
4128,"Row(_1=u'13303', _2=u'11503')",377,EGE,MIA
4129,"Row(_1=u'11503', _2=u'13303')",377,MIA,EGE
4130,"Row(_1=u'14730', _2=u'12264')",376,IAD,SDF
4131,"Row(_1=u'11298', _2=u'10299')",374,ANC,DFW
4132,"Row(_1=u'10299', _2=u'11298')",374,DFW,ANC
4133,"Row(_1=u'11298', _2=u'12012')",374,GUC,DFW
4134,"Row(_1=u'12012', _2=u'11298')",374,DFW,GUC
4135,"Row(_1=u'13930', _2=u'15356')",373,TTN,ORD
4136,"Row(_1=u'10397', _2=u'12441')",372,JAC,ATL
4137,"Row(_1=u'12441', _2=u'10397')",372,ATL,JAC
4138,"Row(_1=u'11433', _2=u'14574')",371,ROA,DTW
4139,"Row(_1=u'13487', _2=u'13367')",371,MLI,MSP
4140,"Row(_1=u'15356', _2=u'13930')",371,ORD,TTN
4141,"Row(_1=u'14869', _2=u'10299')",370,ANC,SLC
4142,"Row(_1=u'10299', _2=u'14869')",369,SLC,ANC
4143,"Row(_1=u'12264', _2=u'14730')",368,SDF,IAD
4144,"Row(_1=u'14574', _2=u'11433')",367,DTW,ROA
4145,"Row(_1=u'13487', _2=u'12451')",367,JAX,MSP
4146,"Row(_1=u'14771', _2=u'11109')",367,COS,SFO
4147,"Row(_1=u'13487', _2=u'10469')",367,AZO,MSP
4148,"Row(_1=u'11109', _2=u'14771')",367,SFO,COS
4149,"Row(_1=u'11193', _2=u'14747')",366,SEA,CVG
4150,"Row(_1=u'10469', _2=u'13487')",365,MSP,AZO
4151,"Row(_1=u'14747', _2=u'11193')",365,CVG,SEA
4152,"Row(_1=u'11193', _2=u'15016')",364,STL,CVG
4153,"Row(_1=u'10874', _2=u'11278')",364,DCA,CAK
4154,"Row(_1=u'11278', _2=u'10874')",364,CAK,DCA
4155,"Row(_1=u'15016', _2=u'11193')",363,CVG,STL
4156,"Row(_1=u'15016', _2=u'12264')",361,IAD,STL
4157,"Row(_1=u'15356', _2=u'13232')",360,MDW,TTN
4158,"Row(_1=u'12478', _2=u'11252')",360,DAB,JFK
4159,"Row(_1=u'11252', _2=u'12478')",360,JFK,DAB
4160,"Row(_1=u'11995', _2=u'11292')",359,DEN,GSO
4161,"Row(_1=u'13232', _2=u'15356')",359,TTN,MDW
4162,"Row(_1=u'11292', _2=u'11995')",359,GSO,DEN
4163,"Row(_1=u'12953', _2=u'13296')",358,MHT,LGA
4164,"Row(_1=u'15096', _2=u'12264')",357,IAD,SYR
4165,"Row(_1=u'13930', _2=u'11503')",353,EGE,ORD
4166,"Row(_1=u'11503', _2=u'13930')",353,ORD,EGE
4167,"Row(_1=u'15304', _2=u'11267')",352,DAY,TPA
4168,"Row(_1=u'11267', _2=u'15304')",352,TPA,DAY
4169,"Row(_1=u'11292', _2=u'15041')",351,SUN,DEN
4170,"Row(_1=u'13296', _2=u'12953')",349,LGA,MHT
4171,"Row(_1=u'14222', _2=u'12173')",349,HNL,PPG
4172,"Row(_1=u'12173', _2=u'14222')",349,PPG,HNL
4173,"Row(_1=u'15041', _2=u'11292')",349,DEN,SUN
4174,"Row(_1=u'13487', _2=u'12441')",347,JAC,MSP
4175,"Row(_1=u'12441', _2=u'13487')",347,MSP,JAC
4176,"Row(_1=u'13487', _2=u'11630')",346,FAI,MSP
4177,"Row(_1=u'11630', _2=u'13487')",346,MSP,FAI
4178,"Row(_1=u'15370', _2=u'12264')",345,IAD,TUL
4179,"Row(_1=u'11433', _2=u'12451')",344,JAX,DTW
4180,"Row(_1=u'12992', _2=u'12953')",344,LGA,LIT
4181,"Row(_1=u'12953', _2=u'12992')",344,LIT,LGA
4182,"Row(_1=u'14027', _2=u'12892')",342,LAX,PBI
4183,"Row(_1=u'12892', _2=u'14027')",342,PBI,LAX
4184,"Row(_1=u'12264', _2=u'10792')",340,BUF,IAD
4185,"Row(_1=u'12264', _2=u'15370')",340,TUL,IAD
4186,"Row(_1=u'10299', _2=u'12954')",336,LGB,ANC
4187,"Row(_1=u'11503', _2=u'12892')",336,LAX,EGE
4188,"Row(_1=u'12953', _2=u'11193')",336,CVG,LGA
4189,"Row(_1=u'12892', _2=u'11503')",336,EGE,LAX
4190,"Row(_1=u'12954', _2=u'10299')",336,ANC,LGB
4191,"Row(_1=u'11292', _2=u'14108')",333,PIA,DEN
4192,"Row(_1=u'12451', _2=u'12889')",331,LAS,JAX
4193,"Row(_1=u'12191', _2=u'14057')",331,PDX,HOU
4194,"Row(_1=u'12889', _2=u'12451')",331,JAX,LAS
4195,"Row(_1=u'14057', _2=u'12191')",331,HOU,PDX
4196,"Row(_1=u'11193', _2=u'14107')",331,PHX,CVG
4197,"Row(_1=u'14108', _2=u'11292')",330,DEN,PIA
4198,"Row(_1=u'14635', _2=u'10693')",329,BNA,RSW
4199,"Row(_1=u'10693', _2=u'14635')",329,RSW,BNA
4200,"Row(_1=u'10158', _2=u'10721')",329,BOS,ACY
4201,"Row(_1=u'15412', _2=u'12953')",329,LGA,TYS
4202,"Row(_1=u'10721', _2=u'10158')",328,ACY,BOS
4203,"Row(_1=u'14107', _2=u'11193')",328,CVG,PHX
4204,"Row(_1=u'12339', _2=u'14100')",328,PHL,IND
4205,"Row(_1=u'13198', _2=u'14100')",326,PHL,MCI
4206,"Row(_1=u'13871', _2=u'13204')",326,MCO,OMA
4207,"Row(_1=u'14100', _2=u'13198')",326,MCI,PHL
4208,"Row(_1=u'13204', _2=u'13871')",326,OMA,MCO
4209,"Row(_1=u'11193', _2=u'12264')",326,IAD,CVG
4210,"Row(_1=u'13487', _2=u'14108')",325,PIA,MSP
4211,"Row(_1=u'14108', _2=u'13487')",325,MSP,PIA
4212,"Row(_1=u'12478', _2=u'11503')",324,EGE,JFK
4213,"Row(_1=u'11503', _2=u'12478')",324,JFK,EGE
4214,"Row(_1=u'12953', _2=u'15412')",323,TYS,LGA
4215,"Row(_1=u'11503', _2=u'11618')",322,EWR,EGE
4216,"Row(_1=u'11618', _2=u'11503')",322,EGE,EWR
4217,"Row(_1=u'11042', _2=u'14100')",322,PHL,CLE
4218,"Row(_1=u'11630', _2=u'14709')",320,SCC,FAI
4219,"Row(_1=u'14100', _2=u'11042')",318,CLE,PHL
4220,"Row(_1=u'14057', _2=u'13871')",318,OMA,PDX
4221,"Row(_1=u'13871', _2=u'14057')",318,PDX,OMA
4222,"Row(_1=u'14869', _2=u'13303')",318,MIA,SLC
4223,"Row(_1=u'12451', _2=u'11433')",317,DTW,JAX
4224,"Row(_1=u'12889', _2=u'10299')",317,ANC,LAS
4225,"Row(_1=u'13303', _2=u'14869')",317,SLC,MIA
4226,"Row(_1=u'10299', _2=u'12889')",317,LAS,ANC
4227,"Row(_1=u'11292', _2=u'12951')",316,LFT,DEN
4228,"Row(_1=u'14635', _2=u'10792')",315,BUF,RSW
4229,"Row(_1=u'10792', _2=u'14635')",315,RSW,BUF
4230,"Row(_1=u'10397', _2=u'10849')",314,BZN,ATL
4231,"Row(_1=u'10299', _2=u'10165')",313,ADK,ANC
4232,"Row(_1=u'10165', _2=u'10299')",313,ANC,ADK
4233,"Row(_1=u'10849', _2=u'10397')",313,ATL,BZN
4234,"Row(_1=u'10397', _2=u'11503')",312,EGE,ATL
4235,"Row(_1=u'10158', _2=u'14027')",311,PBI,ACY
4236,"Row(_1=u'14027', _2=u'10158')",311,ACY,PBI
4237,"Row(_1=u'10713', _2=u'14893')",309,SMF,BOI
4238,"Row(_1=u'14893', _2=u'10713')",309,BOI,SMF
4239,"Row(_1=u'12451', _2=u'12953')",307,LGA,JAX
4240,"Row(_1=u'11259', _2=u'11481')",306,ECP,DAL
4241,"Row(_1=u'11503', _2=u'10397')",306,ATL,EGE
4242,"Row(_1=u'12191', _2=u'12992')",305,LIT,HOU
4243,"Row(_1=u'11481', _2=u'11259')",305,DAL,ECP
4244,"Row(_1=u'12992', _2=u'12191')",305,HOU,LIT
4245,"Row(_1=u'11193', _2=u'11986')",305,GRR,CVG
4246,"Row(_1=u'11986', _2=u'11193')",304,CVG,GRR
4247,"Row(_1=u'10372', _2=u'10397')",304,ATL,ASE
4248,"Row(_1=u'14588', _2=u'14107')",303,PHX,ROW
4249,"Row(_1=u'14635', _2=u'11986')",303,GRR,RSW
4250,"Row(_1=u'12191', _2=u'12448')",303,JAN,HOU
4251,"Row(_1=u'14107', _2=u'14588')",303,ROW,PHX
4252,"Row(_1=u'10397', _2=u'10372')",303,ASE,ATL
4253,"Row(_1=u'11986', _2=u'14635')",303,RSW,GRR
4254,"Row(_1=u'14057', _2=u'12982')",303,LIH,PDX
4255,"Row(_1=u'12448', _2=u'12191')",302,HOU,JAN
4256,"Row(_1=u'10849', _2=u'14057')",301,PDX,BZN
4257,"Row(_1=u'14057', _2=u'10849')",301,BZN,PDX
4258,"Row(_1=u'12953', _2=u'12451')",301,JAX,LGA
4259,"Row(_1=u'12982', _2=u'14057')",301,PDX,LIH
4260,"Row(_1=u'10849', _2=u'14747')",300,SEA,BZN
4261,"Row(_1=u'14747', _2=u'10849')",300,BZN,SEA
4262,"Row(_1=u'12758', _2=u'14679')",299,SAN,KOA
4263,"Row(_1=u'13871', _2=u'11278')",298,DCA,OMA
4264,"Row(_1=u'14679', _2=u'12758')",298,KOA,SAN
4265,"Row(_1=u'12951', _2=u'11292')",298,DEN,LFT
4266,"Row(_1=u'14122', _2=u'15016')",297,STL,PIT
4267,"Row(_1=u'11278', _2=u'13871')",297,OMA,DCA
4268,"Row(_1=u'15016', _2=u'14122')",297,PIT,STL
4269,"Row(_1=u'11618', _2=u'15370')",296,TUL,EWR
4270,"Row(_1=u'10158', _2=u'11433')",295,DTW,ACY
4271,"Row(_1=u'11433', _2=u'10158')",294,ACY,DTW
4272,"Row(_1=u'15370', _2=u'11618')",294,EWR,TUL
4273,"Row(_1=u'13198', _2=u'11193')",293,CVG,MCI
4274,"Row(_1=u'13487', _2=u'15356')",290,TTN,MSP
4275,"Row(_1=u'15356', _2=u'13487')",290,MSP,TTN
4276,"Row(_1=u'10930', _2=u'10157')",289,ACV,CEC
4277,"Row(_1=u'10157', _2=u'10930')",288,CEC,ACV
4278,"Row(_1=u'10397', _2=u'12094')",287,HDN,ATL
4279,"Row(_1=u'12094', _2=u'10397')",287,ATL,HDN
4280,"Row(_1=u'13577', _2=u'11618')",286,EWR,MYR
4281,"Row(_1=u'11618', _2=u'13577')",285,MYR,EWR
4282,"Row(_1=u'13495', _2=u'13342')",284,MKE,MSY
4283,"Row(_1=u'13342', _2=u'13495')",284,MSY,MKE
4284,"Row(_1=u'10721', _2=u'13796')",284,OAK,BOS
4285,"Row(_1=u'13796', _2=u'10721')",284,BOS,OAK
4286,"Row(_1=u'12478', _2=u'12250')",280,HYA,JFK
4287,"Row(_1=u'12250', _2=u'12478')",280,JFK,HYA
4288,"Row(_1=u'10299', _2=u'10397')",279,ATL,ANC
4289,"Row(_1=u'10397', _2=u'10299')",279,ANC,ATL
4290,"Row(_1=u'12264', _2=u'11697')",278,FLL,IAD
4291,"Row(_1=u'11697', _2=u'12264')",277,IAD,FLL
4292,"Row(_1=u'15497', _2=u'15356')",274,TTN,UST
4293,"Row(_1=u'15356', _2=u'15497')",274,UST,TTN
4294,"Row(_1=u'13487', _2=u'10333')",273,APN,MSP
4295,"Row(_1=u'10333', _2=u'13487')",273,MSP,APN
4296,"Row(_1=u'11292', _2=u'14524')",271,RIC,DEN
4297,"Row(_1=u'14524', _2=u'11292')",271,DEN,RIC
4298,"Row(_1=u'12206', _2=u'11259')",270,DAL,HRL
4299,"Row(_1=u'11259', _2=u'12206')",270,HRL,DAL
4300,"Row(_1=u'10333', _2=u'14150')",269,PLN,APN
4301,"Row(_1=u'13930', _2=u'13502')",269,MTJ,ORD
4302,"Row(_1=u'14150', _2=u'10333')",269,APN,PLN
4303,"Row(_1=u'13502', _2=u'13930')",268,ORD,MTJ
4304,"Row(_1=u'11193', _2=u'13198')",268,MCI,CVG
4305,"Row(_1=u'12265', _2=u'13577')",267,MYR,IAG
4306,"Row(_1=u'13577', _2=u'12265')",267,IAG,MYR
4307,"Row(_1=u'10666', _2=u'13830')",265,OGG,BLI
4308,"Row(_1=u'12343', _2=u'10739')",264,BRD,INL
4309,"Row(_1=u'11042', _2=u'14747')",264,SEA,CLE
4310,"Row(_1=u'14107', _2=u'12278')",264,ICT,PHX
4311,"Row(_1=u'12278', _2=u'14107')",264,PHX,ICT
4312,"Row(_1=u'10739', _2=u'12343')",264,INL,BRD
4313,"Row(_1=u'13487', _2=u'13184')",263,MBS,MSP
4314,"Row(_1=u'14747', _2=u'11042')",263,CLE,SEA
4315,"Row(_1=u'11193', _2=u'12953')",262,LGA,CVG
4316,"Row(_1=u'12889', _2=u'11109')",262,COS,LAS
4317,"Row(_1=u'11109', _2=u'12889')",262,LAS,COS
4318,"Row(_1=u'13830', _2=u'10666')",262,BLI,OGG
4319,"Row(_1=u'11109', _2=u'12264')",261,IAD,COS
4320,"Row(_1=u'12264', _2=u'11109')",260,COS,IAD
4321,"Row(_1=u'12264', _2=u'11146')",260,CRW,IAD
4322,"Row(_1=u'11146', _2=u'12264')",258,IAD,CRW
4323,"Row(_1=u'12945', _2=u'12953')",258,LGA,LEX
4324,"Row(_1=u'12320', _2=u'13204')",257,MCO,ILG
4325,"Row(_1=u'10792', _2=u'12264')",257,IAD,BUF
4326,"Row(_1=u'13204', _2=u'12320')",256,ILG,MCO
4327,"Row(_1=u'13184', _2=u'13487')",255,MSP,MBS
4328,"Row(_1=u'12264', _2=u'15096')",255,SYR,IAD
4329,"Row(_1=u'12953', _2=u'12945')",252,LEX,LGA
4330,"Row(_1=u'11292', _2=u'14027')",252,PBI,DEN
4331,"Row(_1=u'14027', _2=u'11292')",252,DEN,PBI
4332,"Row(_1=u'12758', _2=u'11292')",248,DEN,KOA
4333,"Row(_1=u'11292', _2=u'12758')",248,KOA,DEN
4334,"Row(_1=u'12266', _2=u'10158')",245,ACY,IAH
4335,"Row(_1=u'10158', _2=u'12266')",245,IAH,ACY
4336,"Row(_1=u'13204', _2=u'13230')",243,MDT,MCO
4337,"Row(_1=u'13230', _2=u'13204')",243,MCO,MDT
4338,"Row(_1=u'13232', _2=u'11884')",242,GEG,MDW
4339,"Row(_1=u'11884', _2=u'13232')",242,MDW,GEG
4340,"Row(_1=u'11042', _2=u'14524')",241,RIC,CLE
4341,"Row(_1=u'10693', _2=u'14771')",241,SFO,BNA
4342,"Row(_1=u'14771', _2=u'10693')",241,BNA,SFO
4343,"Row(_1=u'14027', _2=u'15356')",239,TTN,PBI
4344,"Row(_1=u'15356', _2=u'14027')",239,PBI,TTN
4345,"Row(_1=u'10299', _2=u'11336')",238,DLG,ANC
4346,"Row(_1=u'11336', _2=u'10299')",238,ANC,DLG
4347,"Row(_1=u'11997', _2=u'12523')",238,JNU,GST
4348,"Row(_1=u'12523', _2=u'11997')",238,GST,JNU
4349,"Row(_1=u'11042', _2=u'12339')",238,IND,CLE
4350,"Row(_1=u'10361', _2=u'13930')",237,ORD,ART
4351,"Row(_1=u'10299', _2=u'12266')",237,IAH,ANC
4352,"Row(_1=u'13930', _2=u'10361')",236,ART,ORD
4353,"Row(_1=u'13486', _2=u'14747')",236,SEA,MSO
4354,"Row(_1=u'10994', _2=u'14747')",235,SEA,CHS
4355,"Row(_1=u'14747', _2=u'13486')",235,MSO,SEA
4356,"Row(_1=u'14747', _2=u'10994')",235,CHS,SEA
4357,"Row(_1=u'12266', _2=u'10299')",235,ANC,IAH
4358,"Row(_1=u'12441', _2=u'12266')",234,IAH,JAC
4359,"Row(_1=u'14307', _2=u'11278')",234,DCA,PVD
4360,"Row(_1=u'12266', _2=u'12441')",233,JAC,IAH
4361,"Row(_1=u'10140', _2=u'13204')",233,MCO,ABQ
4362,"Row(_1=u'13204', _2=u'10140')",233,ABQ,MCO
4363,"Row(_1=u'11278', _2=u'14307')",233,PVD,DCA
4364,"Row(_1=u'13244', _2=u'11193')",232,CVG,MEM
4365,"Row(_1=u'12953', _2=u'11996')",231,GSP,LGA
4366,"Row(_1=u'12264', _2=u'12954')",231,LGB,IAD
4367,"Row(_1=u'11193', _2=u'13244')",230,MEM,CVG
4368,"Row(_1=u'12954', _2=u'12264')",230,IAD,LGB
4369,"Row(_1=u'12892', _2=u'15919')",230,XNA,LAX
4370,"Row(_1=u'15919', _2=u'12892')",230,LAX,XNA
4371,"Row(_1=u'11618', _2=u'10980')",229,CHA,EWR
4372,"Row(_1=u'10980', _2=u'11618')",228,EWR,CHA
4373,"Row(_1=u'12889', _2=u'13244')",226,MEM,LAS
4374,"Row(_1=u'13244', _2=u'12889')",225,LAS,MEM
4375,"Row(_1=u'13830', _2=u'13930')",225,ORD,OGG
4376,"Row(_1=u'14492', _2=u'10529')",225,BDL,RDU
4377,"Row(_1=u'13930', _2=u'13830')",225,OGG,ORD
4378,"Row(_1=u'11996', _2=u'12953')",224,LGA,GSP
4379,"Row(_1=u'10529', _2=u'14492')",221,RDU,BDL
4380,"Row(_1=u'11433', _2=u'15919')",221,XNA,DTW
4381,"Row(_1=u'15919', _2=u'11433')",220,DTW,XNA
4382,"Row(_1=u'11630', _2=u'13930')",218,ORD,FAI
4383,"Row(_1=u'11146', _2=u'11433')",218,DTW,CRW
4384,"Row(_1=u'13930', _2=u'11630')",218,FAI,ORD
4385,"Row(_1=u'14843', _2=u'12451')",217,JAX,SJU
4386,"Row(_1=u'11433', _2=u'11146')",217,CRW,DTW
4387,"Row(_1=u'12451', _2=u'14843')",217,SJU,JAX
4388,"Row(_1=u'15412', _2=u'11433')",215,DTW,TYS
4389,"Row(_1=u'11433', _2=u'14711')",215,SCE,DTW
4390,"Row(_1=u'14107', _2=u'14489')",214,RDM,PHX
4391,"Row(_1=u'11298', _2=u'10713')",213,BOI,DFW
4392,"Row(_1=u'10713', _2=u'11298')",213,DFW,BOI
4393,"Row(_1=u'14711', _2=u'11433')",213,DTW,SCE
4394,"Row(_1=u'14489', _2=u'14107')",213,PHX,RDM
4395,"Row(_1=u'10821', _2=u'14057')",212,PDX,BWI
4396,"Row(_1=u'14057', _2=u'10821')",212,BWI,PDX
4397,"Row(_1=u'13487', _2=u'12945')",211,LEX,MSP
4398,"Row(_1=u'11618', _2=u'14986')",211,SRQ,EWR
4399,"Row(_1=u'14986', _2=u'11433')",210,DTW,SRQ
4400,"Row(_1=u'11259', _2=u'10800')",210,BUR,DAL
4401,"Row(_1=u'14986', _2=u'11618')",210,EWR,SRQ
4402,"Row(_1=u'13830', _2=u'10299')",210,ANC,OGG
4403,"Row(_1=u'11433', _2=u'14986')",210,SRQ,DTW
4404,"Row(_1=u'13796', _2=u'15016')",210,STL,OAK
4405,"Row(_1=u'15016', _2=u'13796')",210,OAK,STL
4406,"Row(_1=u'10800', _2=u'11259')",210,DAL,BUR
4407,"Row(_1=u'12898', _2=u'12889')",210,LAS,LBE
4408,"Row(_1=u'12889', _2=u'12898')",209,LBE,LAS
4409,"Row(_1=u'10299', _2=u'13830')",207,OGG,ANC
4410,"Row(_1=u'12945', _2=u'13487')",206,MSP,LEX
4411,"Row(_1=u'12094', _2=u'12892')",204,LAX,HDN
4412,"Row(_1=u'13851', _2=u'12264')",204,IAD,OKC
4413,"Row(_1=u'12892', _2=u'12094')",204,HDN,LAX
4414,"Row(_1=u'14262', _2=u'12478')",200,JFK,PSP
4415,"Row(_1=u'12478', _2=u'14262')",200,PSP,JFK
4416,"Row(_1=u'12339', _2=u'11042')",200,CLE,IND
4417,"Row(_1=u'11697', _2=u'14679')",197,SAN,FLL
4418,"Row(_1=u'14679', _2=u'11697')",197,FLL,SAN
4419,"Row(_1=u'11433', _2=u'15412')",197,TYS,DTW
4420,"Row(_1=u'10685', _2=u'11292')",194,DEN,BMI
4421,"Row(_1=u'13541', _2=u'10721')",194,BOS,MVY
4422,"Row(_1=u'10721', _2=u'13541')",194,MVY,BOS
4423,"Row(_1=u'13486', _2=u'13930')",193,ORD,MSO
4424,"Row(_1=u'12012', _2=u'12266')",192,IAH,GUC
4425,"Row(_1=u'11292', _2=u'10685')",192,BMI,DEN
4426,"Row(_1=u'12266', _2=u'12012')",192,GUC,IAH
4427,"Row(_1=u'13930', _2=u'13486')",192,MSO,ORD
4428,"Row(_1=u'11292', _2=u'10643')",191,BKG,DEN
4429,"Row(_1=u'10643', _2=u'11292')",191,DEN,BKG
4430,"Row(_1=u'10792', _2=u'12892')",190,LAX,BUF
4431,"Row(_1=u'13232', _2=u'10713')",189,BOI,MDW
4432,"Row(_1=u'10299', _2=u'10245')",189,AKN,ANC
4433,"Row(_1=u'13930', _2=u'12898')",189,LBE,ORD
4434,"Row(_1=u'10713', _2=u'13232')",189,MDW,BOI
4435,"Row(_1=u'10245', _2=u'10299')",189,ANC,AKN
4436,"Row(_1=u'12892', _2=u'10792')",189,BUF,LAX
4437,"Row(_1=u'10434', _2=u'11618')",189,EWR,AVP
4438,"Row(_1=u'13198', _2=u'11042')",189,CLE,MCI
4439,"Row(_1=u'12898', _2=u'13930')",189,ORD,LBE
4440,"Row(_1=u'11433', _2=u'11577')",188,ERI,DTW
4441,"Row(_1=u'11618', _2=u'10434')",188,AVP,EWR
4442,"Row(_1=u'14635', _2=u'11721')",188,FNT,RSW
4443,"Row(_1=u'11721', _2=u'14635')",188,RSW,FNT
4444,"Row(_1=u'11109', _2=u'14107')",187,PHX,COS
4445,"Row(_1=u'14107', _2=u'11109')",187,COS,PHX
4446,"Row(_1=u'10868', _2=u'11433')",185,DTW,CAE
4447,"Row(_1=u'11618', _2=u'12945')",184,LEX,EWR
4448,"Row(_1=u'11577', _2=u'11433')",184,DTW,ERI
4449,"Row(_1=u'12945', _2=u'11618')",184,EWR,LEX
4450,"Row(_1=u'11618', _2=u'11721')",183,FNT,EWR
4451,"Row(_1=u'11721', _2=u'11618')",182,EWR,FNT
4452,"Row(_1=u'11042', _2=u'13198')",182,MCI,CLE
4453,"Row(_1=u'13487', _2=u'10599')",181,BHM,MSP
4454,"Row(_1=u'10599', _2=u'13487')",180,MSP,BHM
4455,"Row(_1=u'11433', _2=u'10868')",179,CAE,DTW
4456,"Row(_1=u'12898', _2=u'15304')",178,TPA,LBE
4457,"Row(_1=u'12173', _2=u'13487')",178,MSP,HNL
4458,"Row(_1=u'13487', _2=u'12173')",178,HNL,MSP
4459,"Row(_1=u'14098', _2=u'11292')",177,DEN,PHF
4460,"Row(_1=u'15304', _2=u'12898')",177,LBE,TPA
4461,"Row(_1=u'11292', _2=u'14098')",176,PHF,DEN
4462,"Row(_1=u'12264', _2=u'13851')",175,OKC,IAD
