,ROUTE,(delay_count / count),delay_count,count
905,"Row(_1=u'ORD', _2=u'FAR')",0.293316831683,237,808
906,"Row(_1=u'SFO', _2=u'OKC')",0.293103448276,51,174
907,"Row(_1=u'MDW', _2=u'ORF')",0.293103448276,68,232
908,"Row(_1=u'ORD', _2=u'FWA')",0.292824074074,253,864
909,"Row(_1=u'JFK', _2=u'CMH')",0.292817679558,53,181
910,"Row(_1=u'DFW', _2=u'TYS')",0.292803970223,236,806
911,"Row(_1=u'SNA', _2=u'MDW')",0.292682926829,24,82
912,"Row(_1=u'ICT', _2=u'LAX')",0.292682926829,24,82
913,"Row(_1=u'MDW', _2=u'LGA')",0.292658730159,295,1008
914,"Row(_1=u'IAH', _2=u'COS')",0.292585170341,146,499
915,"Row(_1=u'SFO', _2=u'ABQ')",0.292397660819,50,171
916,"Row(_1=u'PHX', _2=u'LIH')",0.292397660819,50,171
917,"Row(_1=u'DFW', _2=u'SAV')",0.292372881356,69,236
918,"Row(_1=u'DEN', _2=u'SAN')",0.29218516675,587,2009
919,"Row(_1=u'DAL', _2=u'DTW')",0.292134831461,26,89
920,"Row(_1=u'MYR', _2=u'BOS')",0.29203539823,33,113
921,"Row(_1=u'LAX', _2=u'JAC')",0.291866028708,61,209
922,"Row(_1=u'ACV', _2=u'SFO')",0.2918395574,211,723
923,"Row(_1=u'LGA', _2=u'PIT')",0.291666666667,21,72
924,"Row(_1=u'SFO', _2=u'ACV')",0.291666666667,210,720
925,"Row(_1=u'BFL', _2=u'LAX')",0.291666666667,14,48
926,"Row(_1=u'ATL', _2=u'MLI')",0.291560102302,114,391
927,"Row(_1=u'DFW', _2=u'CVG')",0.291540785498,193,662
928,"Row(_1=u'ORD', _2=u'MCI')",0.291214215202,295,1013
929,"Row(_1=u'DFW', _2=u'EWR')",0.290877796902,338,1162
930,"Row(_1=u'BNA', _2=u'EWR')",0.290845886443,251,863
931,"Row(_1=u'FLL', _2=u'PBG')",0.290598290598,34,117
932,"Row(_1=u'DAL', _2=u'SEA')",0.290598290598,34,117
933,"Row(_1=u'DTW', _2=u'SFO')",0.290540540541,172,592
934,"Row(_1=u'LAS', _2=u'LAX')",0.290504829597,1594,5487
935,"Row(_1=u'CLE', _2=u'TPA')",0.290502793296,104,358
936,"Row(_1=u'SFO', _2=u'MTJ')",0.290322580645,9,31
937,"Row(_1=u'DFW', _2=u'LFT')",0.29012345679,188,648
938,"Row(_1=u'DEN', _2=u'BIL')",0.29,174,600
939,"Row(_1=u'JAX', _2=u'JFK')",0.29,145,500
940,"Row(_1=u'BOS', _2=u'PHX')",0.289957567185,205,707
941,"Row(_1=u'ORD', _2=u'GSO')",0.289915966387,69,238
942,"Row(_1=u'JFK', _2=u'TPA')",0.28984532616,431,1487
943,"Row(_1=u'DTW', _2=u'ITH')",0.289772727273,51,176
944,"Row(_1=u'MDW', _2=u'SMF')",0.289772727273,51,176
945,"Row(_1=u'LAS', _2=u'MAF')",0.289682539683,73,252
946,"Row(_1=u'GSO', _2=u'DEN')",0.289473684211,11,38
947,"Row(_1=u'BOS', _2=u'MSY')",0.289340101523,57,197
948,"Row(_1=u'SFO', _2=u'RDD')",0.289215686275,118,408
949,"Row(_1=u'DFW', _2=u'MGM')",0.288961038961,89,308
950,"Row(_1=u'LAS', _2=u'ALB')",0.288888888889,39,135
951,"Row(_1=u'MCI', _2=u'CLE')",0.288888888889,13,45
952,"Row(_1=u'XNA', _2=u'ORD')",0.288626609442,269,932
953,"Row(_1=u'DEN', _2=u'ANC')",0.28855721393,58,201
954,"Row(_1=u'BDL', _2=u'SJU')",0.288537549407,73,253
955,"Row(_1=u'DFW', _2=u'HSV')",0.288461538462,60,208
956,"Row(_1=u'RAP', _2=u'ORD')",0.288461538462,15,52
957,"Row(_1=u'SYR', _2=u'IAD')",0.28813559322,17,59
958,"Row(_1=u'ORD', _2=u'LGA')",0.287846481876,1215,4221
959,"Row(_1=u'LAX', _2=u'TUS')",0.287844891872,386,1341
960,"Row(_1=u'HSV', _2=u'DFW')",0.287804878049,59,205
961,"Row(_1=u'EWR', _2=u'LAX')",0.287665386257,674,2343
962,"Row(_1=u'ORD', _2=u'SBN')",0.28762541806,172,598
963,"Row(_1=u'SCE', _2=u'ORD')",0.2875,92,320
964,"Row(_1=u'CAE', _2=u'IAH')",0.2875,46,160
965,"Row(_1=u'CLT', _2=u'IAD')",0.287356321839,25,87
966,"Row(_1=u'ORD', _2=u'MLI')",0.287272727273,158,550
967,"Row(_1=u'CHS', _2=u'LGA')",0.287234042553,27,94
968,"Row(_1=u'GRR', _2=u'RSW')",0.287234042553,27,94
969,"Row(_1=u'SJU', _2=u'BOS')",0.287218045113,191,665
970,"Row(_1=u'LGA', _2=u'BOS')",0.28717754173,757,2636
971,"Row(_1=u'TTN', _2=u'RDU')",0.287128712871,29,101
972,"Row(_1=u'LAS', _2=u'HNL')",0.287037037037,124,432
973,"Row(_1=u'CLE', _2=u'LGA')",0.286977491961,357,1244
974,"Row(_1=u'DTW', _2=u'CLE')",0.286908077994,103,359
975,"Row(_1=u'LGB', _2=u'BOS')",0.286885245902,35,122
976,"Row(_1=u'DEN', _2=u'ISN')",0.286806883365,150,523
977,"Row(_1=u'DTW', _2=u'LGA')",0.286757038582,550,1918
978,"Row(_1=u'TPA', _2=u'SEA')",0.286666666667,43,150
979,"Row(_1=u'MSY', _2=u'SEA')",0.286624203822,45,157
980,"Row(_1=u'GRR', _2=u'IAH')",0.286585365854,47,164
981,"Row(_1=u'FLL', _2=u'JFK')",0.286521388216,710,2478
982,"Row(_1=u'CVG', _2=u'MIA')",0.286363636364,63,220
983,"Row(_1=u'DFW', _2=u'LBB')",0.286307053942,138,482
984,"Row(_1=u'PHX', _2=u'HNL')",0.286212914485,164,573
985,"Row(_1=u'CMH', _2=u'ORD')",0.285925925926,386,1350
986,"Row(_1=u'ORD', _2=u'ROA')",0.285714285714,66,231
987,"Row(_1=u'RST', _2=u'DTW')",0.285714285714,4,14
988,"Row(_1=u'IAH', _2=u'MTJ')",0.285714285714,36,126
989,"Row(_1=u'DTW', _2=u'MYR')",0.285714285714,10,35
990,"Row(_1=u'ILG', _2=u'MDW')",0.285714285714,2,7
991,"Row(_1=u'GSP', _2=u'CLE')",0.285714285714,6,21
992,"Row(_1=u'MSP', _2=u'HLN')",0.285714285714,20,70
993,"Row(_1=u'ROA', _2=u'ORD')",0.285714285714,66,231
994,"Row(_1=u'BNA', _2=u'ORF')",0.285714285714,8,28
995,"Row(_1=u'MTJ', _2=u'LGA')",0.285714285714,2,7
996,"Row(_1=u'CLE', _2=u'ALB')",0.285714285714,2,7
997,"Row(_1=u'PHL', _2=u'MYR')",0.285714285714,2,7
998,"Row(_1=u'CVG', _2=u'TTN')",0.285714285714,6,21
999,"Row(_1=u'LAX', _2=u'SMF')",0.2856066315,758,2654
1000,"Row(_1=u'DFW', _2=u'SMF')",0.285298398836,196,687
1001,"Row(_1=u'CLE', _2=u'EWR')",0.285106382979,201,705
1002,"Row(_1=u'BPT', _2=u'DFW')",0.285035629454,120,421
1003,"Row(_1=u'SBN', _2=u'ORD')",0.284991568297,169,593
1004,"Row(_1=u'IAH', _2=u'BFL')",0.284946236559,53,186
1005,"Row(_1=u'PHL', _2=u'SEA')",0.284946236559,106,372
1006,"Row(_1=u'PHL', _2=u'MIA')",0.284848484848,376,1320
1007,"Row(_1=u'PHX', _2=u'SAT')",0.284710017575,162,569
1008,"Row(_1=u'DEN', _2=u'SMF')",0.284659557014,347,1219
1009,"Row(_1=u'DTW', _2=u'LIT')",0.284615384615,37,130
1010,"Row(_1=u'EWR', _2=u'EGE')",0.284552845528,35,123
1011,"Row(_1=u'PDX', _2=u'BOI')",0.284403669725,31,109
1012,"Row(_1=u'CMH', _2=u'LAX')",0.284345047923,89,313
1013,"Row(_1=u'PHL', _2=u'LAS')",0.284280936455,255,897
1014,"Row(_1=u'LAS', _2=u'SAN')",0.284251584593,583,2051
1015,"Row(_1=u'ORD', _2=u'AUS')",0.284037558685,242,852
1016,"Row(_1=u'BWI', _2=u'ROC')",0.284009546539,119,419
1017,"Row(_1=u'DTW', _2=u'IAH')",0.283769633508,271,955
1018,"Row(_1=u'ORD', _2=u'PNS')",0.283582089552,19,67
1019,"Row(_1=u'SFO', _2=u'SBA')",0.283510125362,294,1037
1020,"Row(_1=u'OAK', _2=u'BWI')",0.283464566929,36,127
1021,"Row(_1=u'MEM', _2=u'BWI')",0.28323699422,49,173
1022,"Row(_1=u'DEN', _2=u'CID')",0.28320802005,113,399
1023,"Row(_1=u'CVG', _2=u'DFW')",0.283185840708,192,678
1024,"Row(_1=u'ATL', _2=u'ASE')",0.283018867925,30,106
1025,"Row(_1=u'FAT', _2=u'LAX')",0.282954545455,249,880
1026,"Row(_1=u'ORD', _2=u'IAH')",0.282938388626,597,2110
1027,"Row(_1=u'JFK', _2=u'IAD')",0.282732447818,149,527
1028,"Row(_1=u'SYR', _2=u'JFK')",0.282608695652,143,506
1029,"Row(_1=u'LGA', _2=u'PBI')",0.282543491302,471,1667
1030,"Row(_1=u'MYR', _2=u'LGA')",0.282511210762,63,223
1031,"Row(_1=u'ORD', _2=u'BIS')",0.282352941176,24,85
1032,"Row(_1=u'SFO', _2=u'BFL')",0.28231292517,83,294
1033,"Row(_1=u'EGE', _2=u'JFK')",0.282258064516,35,124
1034,"Row(_1=u'FSD', _2=u'DEN')",0.282245827011,186,659
1035,"Row(_1=u'SFO', _2=u'MRY')",0.282238442822,116,411
1036,"Row(_1=u'EWR', _2=u'GRR')",0.282157676349,68,241
1037,"Row(_1=u'CIC', _2=u'SFO')",0.282051282051,22,78
1038,"Row(_1=u'ORD', _2=u'BWI')",0.281942977825,267,947
1039,"Row(_1=u'MCI', _2=u'PDX')",0.281818181818,62,220
1040,"Row(_1=u'LAS', _2=u'LBB')",0.281609195402,49,174
1041,"Row(_1=u'HOU', _2=u'PNS')",0.281609195402,49,174
1042,"Row(_1=u'BOS', _2=u'STT')",0.281553398058,58,206
1043,"Row(_1=u'MCO', _2=u'FLL')",0.281512605042,67,238
1044,"Row(_1=u'MCI', _2=u'LGA')",0.281456953642,85,302
1045,"Row(_1=u'JFK', _2=u'SEA')",0.281412253375,271,963
1046,"Row(_1=u'EWR', _2=u'STL')",0.281352235551,258,917
1047,"Row(_1=u'BOS', _2=u'MCO')",0.281268701376,470,1671
1048,"Row(_1=u'EWR', _2=u'MTJ')",0.28125,9,32
1049,"Row(_1=u'MQT', _2=u'ORD')",0.28125,27,96
1050,"Row(_1=u'IAD', _2=u'GSP')",0.28125,18,64
1051,"Row(_1=u'PHX', _2=u'CVG')",0.28125,18,64
1052,"Row(_1=u'ORD', _2=u'ABE')",0.28125,54,192
1053,"Row(_1=u'ATL', _2=u'SFO')",0.281063122924,423,1505
1054,"Row(_1=u'DEN', _2=u'LBB')",0.281045751634,86,306
1055,"Row(_1=u'IAD', _2=u'TYS')",0.280991735537,34,121
1056,"Row(_1=u'PHX', _2=u'TUL')",0.280701754386,96,342
1057,"Row(_1=u'SAN', _2=u'SJC')",0.280532043531,464,1654
1058,"Row(_1=u'ORD', _2=u'DAY')",0.280528052805,255,909
1059,"Row(_1=u'JFK', _2=u'PHX')",0.280519480519,324,1155
1060,"Row(_1=u'DTW', _2=u'SWF')",0.28,7,25
1061,"Row(_1=u'RNO', _2=u'LAX')",0.279955207167,250,893
1062,"Row(_1=u'DFW', _2=u'RAP')",0.279792746114,54,193
1063,"Row(_1=u'LAS', _2=u'ELP')",0.279683377309,106,379
1064,"Row(_1=u'LBE', _2=u'FLL')",0.279661016949,33,118
1065,"Row(_1=u'DEN', _2=u'TUS')",0.27948003714,301,1077
1066,"Row(_1=u'EWR', _2=u'BNA')",0.279427942794,254,909
1067,"Row(_1=u'EWR', _2=u'IAH')",0.279213483146,497,1780
1068,"Row(_1=u'SFO', _2=u'KOA')",0.279132791328,103,369
1069,"Row(_1=u'OMA', _2=u'PDX')",0.279069767442,12,43
1070,"Row(_1=u'CLT', _2=u'TTN')",0.279069767442,24,86
1071,"Row(_1=u'PBI', _2=u'TTN')",0.279069767442,24,86
1072,"Row(_1=u'ORD', _2=u'PDX')",0.278993435449,255,914
1073,"Row(_1=u'IAH', _2=u'PSP')",0.278985507246,77,276
1074,"Row(_1=u'DEN', _2=u'LGA')",0.27895392279,448,1606
1075,"Row(_1=u'IAD', _2=u'SAV')",0.278911564626,41,147
1076,"Row(_1=u'MSP', _2=u'MLI')",0.27868852459,17,61
1077,"Row(_1=u'SEA', _2=u'HDN')",0.27868852459,17,61
1078,"Row(_1=u'SJU', _2=u'EWR')",0.278551532033,200,718
1079,"Row(_1=u'MSN', _2=u'DFW')",0.278443113772,93,334
1080,"Row(_1=u'EWR', _2=u'ORD')",0.278280542986,492,1768
1081,"Row(_1=u'TPA', _2=u'ACY')",0.278195488722,37,133
1082,"Row(_1=u'ELM', _2=u'ORD')",0.27802690583,62,223
1083,"Row(_1=u'GCK', _2=u'DFW')",0.27797833935,77,277
1084,"Row(_1=u'MSP', _2=u'IAH')",0.277929155313,204,734
1085,"Row(_1=u'BOS', _2=u'SAN')",0.277777777778,130,468
1086,"Row(_1=u'TPA', _2=u'MHT')",0.277777777778,55,198
1087,"Row(_1=u'MLI', _2=u'ORD')",0.277777777778,155,558
1088,"Row(_1=u'LGA', _2=u'XNA')",0.277777777778,35,126
1089,"Row(_1=u'MEM', _2=u'IAD')",0.277777777778,5,18
1090,"Row(_1=u'BZN', _2=u'ATL')",0.277777777778,25,90
1091,"Row(_1=u'DFW', _2=u'SJU')",0.277777777778,100,360
1092,"Row(_1=u'LAX', _2=u'HNL')",0.27771556551,744,2679
1093,"Row(_1=u'DAL', _2=u'LAX')",0.277617675312,289,1041
1094,"Row(_1=u'SLC', _2=u'ORD')",0.277607361963,362,1304
1095,"Row(_1=u'CLE', _2=u'LAS')",0.27744510978,139,501
1096,"Row(_1=u'HPN', _2=u'ATL')",0.277239709443,229,826
1097,"Row(_1=u'JFK', _2=u'SJU')",0.277215189873,657,2370
1098,"Row(_1=u'OAK', _2=u'SEA')",0.277151335312,467,1685
1099,"Row(_1=u'RSW', _2=u'TTN')",0.277108433735,23,83
1100,"Row(_1=u'OAK', _2=u'ONT')",0.277097902098,317,1144
1101,"Row(_1=u'PDX', _2=u'SFO')",0.277014652015,605,2184
1102,"Row(_1=u'JFK', _2=u'ORD')",0.276948590381,167,603
1103,"Row(_1=u'LAX', _2=u'PHX')",0.276844783715,1088,3930
1104,"Row(_1=u'PIT', _2=u'LAX')",0.276836158192,49,177
1105,"Row(_1=u'EWR', _2=u'MCO')",0.276743336984,758,2739
1106,"Row(_1=u'JFK', _2=u'ROC')",0.276635514019,148,535
1107,"Row(_1=u'MDW', _2=u'EWR')",0.276595744681,247,893
1108,"Row(_1=u'SYR', _2=u'ORD')",0.276595744681,195,705
1109,"Row(_1=u'FLL', _2=u'BOS')",0.276529821844,357,1291
1110,"Row(_1=u'AVP', _2=u'ORD')",0.276470588235,47,170
1111,"Row(_1=u'TPA', _2=u'LGA')",0.276315789474,273,988
1112,"Row(_1=u'SFO', _2=u'ONT')",0.276302851524,281,1017
1113,"Row(_1=u'LAS', _2=u'ONT')",0.276119402985,222,804
1114,"Row(_1=u'GSO', _2=u'EWR')",0.276102088167,119,431
1115,"Row(_1=u'DEN', _2=u'FAR')",0.276094276094,164,594
1116,"Row(_1=u'SFO', _2=u'DEN')",0.276043493511,787,2851
1117,"Row(_1=u'ABQ', _2=u'OAK')",0.276041666667,106,384
1118,"Row(_1=u'LAX', _2=u'OKC')",0.276018099548,61,221
1119,"Row(_1=u'LAX', _2=u'COS')",0.275964391691,93,337
1120,"Row(_1=u'MSY', _2=u'MKE')",0.275862068966,8,29
1121,"Row(_1=u'FNT', _2=u'EWR')",0.275862068966,8,29
1122,"Row(_1=u'CHS', _2=u'IAD')",0.275862068966,24,87
1123,"Row(_1=u'SJU', _2=u'CLE')",0.275862068966,8,29
1124,"Row(_1=u'EWR', _2=u'GSO')",0.275700934579,118,428
1125,"Row(_1=u'EWR', _2=u'ROC')",0.275675675676,102,370
1126,"Row(_1=u'BWI', _2=u'GSP')",0.275675675676,51,185
1127,"Row(_1=u'STL', _2=u'MIA')",0.275675675676,102,370
1128,"Row(_1=u'OAK', _2=u'SAN')",0.27557294578,493,1789
1129,"Row(_1=u'GRI', _2=u'DFW')",0.275471698113,73,265
1130,"Row(_1=u'BOI', _2=u'PDX')",0.275229357798,30,109
1131,"Row(_1=u'DSM', _2=u'DFW')",0.27519379845,142,516
1132,"Row(_1=u'SAN', _2=u'MCI')",0.275132275132,52,189
1133,"Row(_1=u'BIS', _2=u'DFW')",0.275,22,80
1134,"Row(_1=u'EWR', _2=u'IAD')",0.275,77,280
1135,"Row(_1=u'CVG', _2=u'DEN')",0.274939172749,113,411
1136,"Row(_1=u'JFK', _2=u'SLC')",0.27489626556,265,964
1137,"Row(_1=u'SFO', _2=u'OGG')",0.274809160305,216,786
1138,"Row(_1=u'DFW', _2=u'PIA')",0.274760383387,86,313
1139,"Row(_1=u'LAX', _2=u'MRY')",0.274755927476,197,717
1140,"Row(_1=u'CMH', _2=u'OAK')",0.274725274725,25,91
1141,"Row(_1=u'PBI', _2=u'DCA')",0.274725274725,150,546
1142,"Row(_1=u'INL', _2=u'MSP')",0.274647887324,39,142
1143,"Row(_1=u'MSP', _2=u'MSO')",0.274509803922,42,153
1144,"Row(_1=u'ORD', _2=u'JAX')",0.274509803922,84,306
1145,"Row(_1=u'MSP', _2=u'ORD')",0.27442680776,778,2835
1146,"Row(_1=u'RSW', _2=u'DEN')",0.274305555556,79,288
1147,"Row(_1=u'CAE', _2=u'IAD')",0.274261603376,65,237
1148,"Row(_1=u'LAS', _2=u'BDL')",0.274193548387,17,62
1149,"Row(_1=u'IAD', _2=u'CMH')",0.274193548387,17,62
1150,"Row(_1=u'DFW', _2=u'PDX')",0.274193548387,221,806
1151,"Row(_1=u'DTW', _2=u'TTN')",0.27380952381,23,84
1152,"Row(_1=u'LAS', _2=u'MSY')",0.273781902552,118,431
1153,"Row(_1=u'SFO', _2=u'FLL')",0.27375,219,800
1154,"Row(_1=u'PDX', _2=u'HNL')",0.273684210526,104,380
1155,"Row(_1=u'STL', _2=u'CMH')",0.273648648649,81,296
1156,"Row(_1=u'SGF', _2=u'DFW')",0.273548387097,212,775
1157,"Row(_1=u'MDW', _2=u'LAS')",0.273462783172,338,1236
1158,"Row(_1=u'JAC', _2=u'DEN')",0.273364485981,117,428
1159,"Row(_1=u'DEN', _2=u'CVG')",0.273364485981,117,428
1160,"Row(_1=u'HOU', _2=u'DFW')",0.273342354533,202,739
1161,"Row(_1=u'DFW', _2=u'SJC')",0.273189326557,215,787
1162,"Row(_1=u'LAS', _2=u'TUS')",0.273155416013,174,637
1163,"Row(_1=u'SJU', _2=u'BDL')",0.273092369478,68,249
1164,"Row(_1=u'DAL', _2=u'LIT')",0.27304964539,154,564
1165,"Row(_1=u'SFO', _2=u'RDU')",0.272727272727,57,209
1166,"Row(_1=u'DEN', _2=u'IND')",0.272727272727,252,924
1167,"Row(_1=u'HOU', _2=u'LBB')",0.272727272727,3,11
1168,"Row(_1=u'HDN', _2=u'IAD')",0.272727272727,6,22
1169,"Row(_1=u'CLE', _2=u'GSP')",0.272727272727,6,22
1170,"Row(_1=u'TTN', _2=u'MKE')",0.272727272727,3,11
1171,"Row(_1=u'LAN', _2=u'ATL')",0.272727272727,3,11
1172,"Row(_1=u'JFK', _2=u'JAC')",0.272727272727,3,11
1173,"Row(_1=u'IAD', _2=u'HDN')",0.272727272727,6,22
1174,"Row(_1=u'OAK', _2=u'HNL')",0.272727272727,72,264
1175,"Row(_1=u'MSP', _2=u'BMI')",0.272727272727,15,55
1176,"Row(_1=u'FLL', _2=u'IAG')",0.272727272727,30,110
1177,"Row(_1=u'MDW', _2=u'SJC')",0.272727272727,45,165
1178,"Row(_1=u'DEN', _2=u'ILG')",0.272727272727,3,11
1179,"Row(_1=u'DEN', _2=u'SEA')",0.272581292654,679,2491
1180,"Row(_1=u'CMH', _2=u'DEN')",0.272486772487,103,378
1181,"Row(_1=u'ORD', _2=u'PAH')",0.272435897436,85,312
1182,"Row(_1=u'BHM', _2=u'LGA')",0.272189349112,46,169
1183,"Row(_1=u'ICT', _2=u'ORD')",0.271957671958,257,945
1184,"Row(_1=u'SFO', _2=u'LAS')",0.271956856703,1059,3894
1185,"Row(_1=u'MCI', _2=u'EWR')",0.271889400922,59,217
1186,"Row(_1=u'EWR', _2=u'TPA')",0.271794871795,318,1170
1187,"Row(_1=u'EWR', _2=u'SJU')",0.271724137931,197,725
1188,"Row(_1=u'JFK', _2=u'RDU')",0.271676300578,188,692
1189,"Row(_1=u'PHL', _2=u'PBI')",0.271604938272,220,810
1190,"Row(_1=u'CAK', _2=u'EWR')",0.271523178808,41,151
1191,"Row(_1=u'SFO', _2=u'MCI')",0.271428571429,76,280
1192,"Row(_1=u'HOU', _2=u'FLL')",0.271276595745,102,376
1193,"Row(_1=u'ALB', _2=u'ORD')",0.271264367816,118,435
1194,"Row(_1=u'CWA', _2=u'ORD')",0.271217712177,147,542
1195,"Row(_1=u'DTW', _2=u'MBS')",0.271186440678,80,295
1196,"Row(_1=u'EWR', _2=u'JAX')",0.271043771044,161,594
1197,"Row(_1=u'DFW', _2=u'ROW')",0.271028037383,87,321
1198,"Row(_1=u'FWA', _2=u'DFW')",0.271028037383,58,214
1199,"Row(_1=u'GSP', _2=u'EWR')",0.271002710027,100,369
1200,"Row(_1=u'LGA', _2=u'RSW')",0.270967741935,126,465
1201,"Row(_1=u'DEN', _2=u'ICT')",0.27094972067,97,358
1202,"Row(_1=u'RDU', _2=u'SFO')",0.270935960591,55,203
1203,"Row(_1=u'DSM', _2=u'DEN')",0.270928462709,178,657
1204,"Row(_1=u'DTW', _2=u'CHA')",0.270718232044,49,181
1205,"Row(_1=u'JAX', _2=u'EWR')",0.270689655172,157,580
1206,"Row(_1=u'DTW', _2=u'FWA')",0.270618556701,105,388
1207,"Row(_1=u'SMF', _2=u'LAX')",0.270605946556,719,2657
1208,"Row(_1=u'CLE', _2=u'DFW')",0.270571827057,194,717
1209,"Row(_1=u'SJC', _2=u'SAN')",0.270531400966,448,1656
1210,"Row(_1=u'SAN', _2=u'RNO')",0.270422535211,96,355
1211,"Row(_1=u'GRR', _2=u'TPA')",0.27027027027,20,74
1212,"Row(_1=u'ORD', _2=u'RIC')",0.27027027027,220,814
1213,"Row(_1=u'BDL', _2=u'FLL')",0.270175438596,154,570
1214,"Row(_1=u'LGA', _2=u'SAV')",0.270142180095,57,211
1215,"Row(_1=u'MSP', _2=u'RST')",0.270114942529,47,174
1216,"Row(_1=u'DTW', _2=u'TUL')",0.270114942529,47,174
1217,"Row(_1=u'DEN', _2=u'SLC')",0.270034843206,930,3444
1218,"Row(_1=u'LGA', _2=u'STL')",0.269841269841,221,819
1219,"Row(_1=u'MSP', _2=u'ROC')",0.269841269841,17,63
1220,"Row(_1=u'DFW', _2=u'FWA')",0.26976744186,58,215
1221,"Row(_1=u'ORD', _2=u'RSW')",0.26976744186,348,1290
1222,"Row(_1=u'DEN', _2=u'RDU')",0.26976744186,116,430
1223,"Row(_1=u'SDF', _2=u'LAS')",0.269662921348,48,178
1224,"Row(_1=u'PHX', _2=u'OGG')",0.269624573379,79,293
1225,"Row(_1=u'DEN', _2=u'BDL')",0.269607843137,55,204
1226,"Row(_1=u'DTW', _2=u'PLN')",0.26953125,69,256
1227,"Row(_1=u'JFK', _2=u'LAX')",0.269526576654,1577,5851
1228,"Row(_1=u'IAH', _2=u'LAX')",0.26942298955,593,2201
1229,"Row(_1=u'ORD', _2=u'STL')",0.269366197183,306,1136
1230,"Row(_1=u'LAS', _2=u'OAK')",0.269253731343,451,1675
1231,"Row(_1=u'SFO', _2=u'LMT')",0.269230769231,7,26
1232,"Row(_1=u'CMI', _2=u'ORD')",0.269230769231,161,598
1233,"Row(_1=u'HOU', _2=u'PDX')",0.269230769231,7,26
1234,"Row(_1=u'CLT', _2=u'LAX')",0.269153225806,267,992
1235,"Row(_1=u'DEN', _2=u'DAY')",0.269035532995,53,197
1236,"Row(_1=u'FLL', _2=u'STT')",0.268907563025,32,119
1237,"Row(_1=u'SFO', _2=u'MSY')",0.26875,43,160
1238,"Row(_1=u'ORD', _2=u'GRB')",0.268714011516,280,1042
1239,"Row(_1=u'MCO', _2=u'SFO')",0.268623024831,119,443
1240,"Row(_1=u'STL', _2=u'RDU')",0.268482490272,69,257
1241,"Row(_1=u'BOI', _2=u'LAS')",0.268361581921,95,354
1242,"Row(_1=u'RIC', _2=u'IAH')",0.268292682927,66,246
1243,"Row(_1=u'ORD', _2=u'ORF')",0.268292682927,88,328
1244,"Row(_1=u'PHX', _2=u'BNA')",0.267955801105,97,362
1245,"Row(_1=u'DTW', _2=u'CID')",0.267912772586,86,321
1246,"Row(_1=u'SFO', _2=u'IAH')",0.267888823182,453,1691
1247,"Row(_1=u'JFK', _2=u'MIA')",0.267837541164,488,1822
1248,"Row(_1=u'DFW', _2=u'BHM')",0.267796610169,79,295
1249,"Row(_1=u'SAV', _2=u'ORD')",0.267741935484,83,310
1250,"Row(_1=u'HOU', _2=u'GSP')",0.267716535433,34,127
1251,"Row(_1=u'FLL', _2=u'IAD')",0.267605633803,19,71
1252,"Row(_1=u'LAN', _2=u'DTW')",0.2675,107,400
1253,"Row(_1=u'CLT', _2=u'PDX')",0.267441860465,23,86
1254,"Row(_1=u'TPA', _2=u'CLE')",0.267409470752,96,359
1255,"Row(_1=u'FAR', _2=u'ORD')",0.267326732673,216,808
1256,"Row(_1=u'LAX', _2=u'SJC')",0.267217630854,776,2904
1257,"Row(_1=u'SFO', _2=u'DAL')",0.26714801444,148,554
1258,"Row(_1=u'ORD', _2=u'LSE')",0.267123287671,78,292
1259,"Row(_1=u'HOU', _2=u'CHS')",0.267123287671,39,146
1260,"Row(_1=u'EGE', _2=u'ORD')",0.267123287671,39,146
1261,"Row(_1=u'BNA', _2=u'PHL')",0.267080745342,86,322
1262,"Row(_1=u'AUS', _2=u'SFO')",0.267050912584,278,1041
1263,"Row(_1=u'RST', _2=u'MSP')",0.267045454545,47,176
1264,"Row(_1=u'TYS', _2=u'DFW')",0.267002518892,212,794
1265,"Row(_1=u'IND', _2=u'IAH')",0.266990291262,110,412
1266,"Row(_1=u'BUF', _2=u'ORD')",0.266763848397,183,686
1267,"Row(_1=u'DAL', _2=u'ABQ')",0.266742338252,235,881
1268,"Row(_1=u'DLH', _2=u'ORD')",0.266666666667,132,495
1269,"Row(_1=u'LAX', _2=u'RNO')",0.266592920354,241,904
1270,"Row(_1=u'DEN', _2=u'BUR')",0.266462480858,174,653
1271,"Row(_1=u'HOU', _2=u'BHM')",0.266457680251,85,319
1272,"Row(_1=u'ORD', _2=u'SAN')",0.266390041494,321,1205
1273,"Row(_1=u'DFW', _2=u'PNS')",0.266260162602,131,492
1274,"Row(_1=u'RAP', _2=u'DEN')",0.266233766234,82,308
1275,"Row(_1=u'DEN', _2=u'LAR')",0.266211604096,78,293
1276,"Row(_1=u'DTW', _2=u'GSO')",0.26618705036,37,139
1277,"Row(_1=u'FAR', _2=u'DFW')",0.26618705036,37,139
1278,"Row(_1=u'DEN', _2=u'MOT')",0.266112266112,128,481
1279,"Row(_1=u'CMH', _2=u'MIA')",0.266009852217,54,203
1280,"Row(_1=u'FLL', _2=u'SJU')",0.265986394558,391,1470
1281,"Row(_1=u'DCA', _2=u'PBI')",0.265938069217,146,549
1282,"Row(_1=u'TPA', _2=u'BOS')",0.26582278481,168,632
1283,"Row(_1=u'PIA', _2=u'ATL')",0.265734265734,114,429
